Sample in Buffer,Sample in Window,TRIGGER,addr_wire[11:0],douta_wire[23:0],filtered_ecg_wire[39:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX
1833,1833,0,44a,23d70a,000ca34b00
1834,1834,0,44b,258bf2,000df16200
1835,1835,0,44c,222222,000f860b00
1836,1836,0,44d,155555,0011414700
1837,1837,0,44e,10369d,0013005d00
1838,1838,0,44f,199999,0014ab2c00
1839,1839,0,450,1c28f6,001638b400
1840,1840,0,451,1eb852,0017b14800
1841,1841,0,452,24b17e,001923e600
1842,1842,0,453,266666,001a9cfa00
1843,1843,0,454,2740da,001c184100
1844,1844,0,455,2aaaaa,001d7bbc00
1845,1845,0,456,2fc963,001ea79400
1846,1846,0,457,24b17e,001f7e7c00
1847,1847,0,458,1c28f6,001ff8fa00
1848,1848,0,459,1dddde,002029b500
1849,1849,0,45a,206d3a,00203ca000
1850,1850,0,45b,23d70a,0020651a00
1851,1851,0,45c,2d3a06,0020cde500
1852,1852,0,45d,2eeeef,0021890400
1853,1853,0,45e,2aaaaa,0022874800
1854,1854,0,45f,29d036,0023976100
1855,1855,0,460,2c5f92,0024790600
1856,1856,0,461,258bf2,0024ef2800
1857,1857,0,462,1f92c6,0024d7a200
1858,1858,0,463,1a740d,002433e600
1859,1859,0,464,170a3d,00232a8100
1860,1860,0,465,1a740d,0021f54400
1861,1861,0,466,222222,0020cca400
1862,1862,0,467,2147ae,001fd11a00
1863,1863,0,468,22fc96,001f05d200
1864,1864,0,469,206d3a,001e4dc900
1865,1865,0,46a,1eb852,001d81aa00
1866,1866,0,46b,111111,001c737600
1867,1867,0,46c,0ccccd,001b09cf00
1868,1868,0,46d,06d3a0,00193e8900
1869,1869,0,46e,044444,001727e700
1870,1870,0,46f,01b4e8,0014e37e00
1871,1871,0,470,0da741,001297f400
1872,1872,0,471,13a06d,0010637c00
1873,1873,0,472,13a06d,000e5c9300
1874,1874,0,473,0f5c29,000c88fb00
1875,1875,0,474,05f92c,000ae24e00
1876,1876,0,475,fd70a4,0009595d00
1877,1877,0,476,fbbbbc,0007dd5500
1878,1878,0,477,f69d03,00065fb300
1879,1879,0,478,f69d03,0004de0d00
1880,1880,0,479,f851ec,00035daa00
1881,1881,0,47a,000000,0001efbd00
1882,1882,0,47b,044444,0000a3f000
1883,1883,0,47c,05f92c,ffff84ef00
1884,1884,0,47d,0369d0,fffe914c00
1885,1885,0,47e,fd70a4,fffdbed100
1886,1886,0,47f,f4e81b,fffcfc5900
1887,1887,0,480,f40da7,fffc3db600
1888,1888,0,481,f17e4b,fffb7dff00
1889,1889,0,482,ed3a07,fffac26300
1890,1890,0,483,f17e4b,fffa164c00
1891,1891,0,484,ff258c,fff98bfe00
1892,1892,0,485,0369d0,fff9328d00
1893,1893,0,486,0369d0,fff9112500
1894,1894,0,487,fae148,fff91ae200
1895,1895,0,488,f77778,fff939bf00
1896,1896,0,489,eeeeef,fff948f700
1897,1897,0,48a,ed3a07,fff927d600
1898,1898,0,48b,ed3a07,fff8bf2300
1899,1899,0,48c,f17e4b,fff8146a00
1900,1900,0,48d,f17e4b,fff742a700
1901,1901,0,48e,f92c60,fff6792400
1902,1902,0,48f,01b4e8,fff5e89800
1903,1903,0,490,0369d0,fff5b6a700
1904,1904,0,491,fa06d4,fff5e99400
1905,1905,0,492,f5c28f,fff66b0900
1906,1906,0,493,efc963,fff70b0100
1907,1907,0,494,ed3a07,fff7949400
1908,1908,0,495,ee147b,fff7dab600
1909,1909,0,496,ee147b,fff7c8a000
1910,1910,0,497,eeeeef,fff7654600
1911,1911,0,498,fae148,fff6d35400
1912,1912,0,499,01b4e8,fff6416800
1913,1913,0,49a,0962fd,fff5e4f000
1914,1914,0,49b,0369d0,fff5e1a000
1915,1915,0,49c,f69d03,fff6456000
1916,1916,0,49d,e2fc96,fff6f3f300
1917,1917,0,49e,ed3a07,fff7c00700
1918,1918,0,49f,f258bf,fff86c7200
1919,1919,0,4a0,f40da7,fff8cef700
1920,1920,0,4a1,f0a3d7,fff8ce3700
1921,1921,0,4a2,fa06d4,fff8796a00
1922,1922,0,4a3,044444,fff7fb3b00
1923,1923,0,4a4,051eb8,fff7895c00
1924,1924,0,4a5,01b4e8,fff74f1f00
1925,1925,0,4a6,01b4e8,fff769ad00
1926,1926,0,4a7,f4e81b,fff7dda200
1927,1927,0,4a8,ec5f93,fff89a7e00
1928,1928,0,4a9,e740db,fff9749200
1929,1929,0,4aa,ee147b,fffa3b4200
1930,1930,0,4ab,fae148,fffac3b500
1931,1931,0,4ac,0369d0,fffaf90300
1932,1932,0,4ad,051eb8,fffae0c200
1933,1933,0,4ae,088888,fffa9c2800
1934,1934,0,4af,06d3a0,fffa5a7300
1935,1935,0,4b0,01b4e8,fffa4aed00
1936,1936,0,4b1,fc9630,fffa8c9e00
1937,1937,0,4b2,e9d037,fffb1c8700
1938,1938,0,4b3,ed3a07,fffbe40600
1939,1939,0,4b4,f0a3d7,fffcb1e200
1940,1940,0,4b5,f851ec,fffd57c700
1941,1941,0,4b6,ff258c,fffdaaa400
1942,1942,0,4b7,01b4e8,fffd94ec00
1943,1943,0,4b8,01b4e8,fffd186600
1944,1944,0,4b9,0369d0,fffc4d5e00
1945,1945,0,4ba,fc9630,fffb571500
1946,1946,0,4bb,f4e81b,fffa5e0400
1947,1947,0,4bc,f0a3d7,fff9863c00
1948,1948,0,4bd,ed3a07,fff8ebc200
1949,1949,0,4be,e8f5c3,fff8984800
1950,1950,0,4bf,ed3a07,fff8810000
1951,1951,0,4c0,028f5c,fff8945400
1952,1952,0,4c1,088888,fff8bbb000
1953,1953,0,4c2,01b4e8,fff8e42600
1954,1954,0,4c3,028f5c,fff902c800
1955,1955,0,4c4,f851ec,fff911de00
1956,1956,0,4c5,f258bf,fff914ae00
1957,1957,0,4c6,f0a3d7,fff90a3700
1958,1958,0,4c7,f0a3d7,fff8f78400
1959,1959,0,4c8,f40da7,fff8e84b00
1960,1960,0,4c9,fae148,fff8ef8d00
1961,1961,0,4ca,fe4b18,fff920b600
1962,1962,0,4cb,fbbbbc,fff981ce00
1963,1963,0,4cc,01b4e8,fffa08fc00
1964,1964,0,4cd,01b4e8,fffa984e00
1965,1965,0,4ce,f92c60,fffb081000
1966,1966,0,4cf,f5c28f,fffb339000
1967,1967,0,4d0,f33333,fffb091300
1968,1968,0,4d1,f0a3d7,fffa942900
1969,1969,0,4d2,eaaaab,fff9f03f00
1970,1970,0,4d3,f5c28f,fff948c800
1971,1971,0,4d4,fd70a4,fff8c43700
1972,1972,0,4d5,fe4b18,fff87cc900
1973,1973,0,4d6,fd70a4,fff8718200
1974,1974,0,4d7,fe4b18,fff88e8400
1975,1975,0,4d8,f851ec,fff8b26400
1976,1976,0,4d9,f0a3d7,fff8b93e00
1977,1977,0,4da,ed3a07,fff887e900
1978,1978,0,4db,f33333,fff81e3500
1979,1979,0,4dc,f17e4b,fff791bb00
1980,1980,0,4dd,f69d03,fff70daa00
1981,1981,0,4de,ff258c,fff6c05b00
1982,1982,0,4df,044444,fff6d24400
1983,1983,0,4e0,f851ec,fff7483000
1984,1984,0,4e1,fae148,fff809a800
1985,1985,0,4e2,f77778,fff8dca900
1986,1986,0,4e3,ec5f93,fff97d8a00
1987,1987,0,4e4,e8f5c3,fff9ac4200
1988,1988,0,4e5,ee147b,fff9484e00
1989,1989,0,4e6,f0a3d7,fff85ce500
1990,1990,0,4e7,fa06d4,fff7223500
1991,1991,0,4e8,ff258c,fff5e93600
1992,1992,0,4e9,fe4b18,fff5078100
1993,1993,0,4ea,f92c60,fff4b4a700
1994,1994,0,4eb,fae148,fff4fe7e00
1995,1995,0,4ec,f40da7,fff5bef700
1996,1996,0,4ed,e81b4f,fff6a94300
1997,1997,0,4ee,e81b4f,fff7631a00
1998,1998,0,4ef,eeeeef,fff7a70200
1999,1999,0,4f0,ee147b,fff756f300
2000,2000,0,4f1,f77778,fff688c700
2001,2001,0,4f2,f851ec,fff573bb00
2002,2002,0,4f3,01b4e8,fff46df900
2003,2003,0,4f4,000000,fff3c0a300
2004,2004,0,4f5,fbbbbc,fff39e2500
2005,2005,0,4f6,f258bf,fff4094f00
2006,2006,0,4f7,eeeeef,fff4e13a00
2007,2007,0,4f8,ee147b,fff5e9e700
2008,2008,0,4f9,eaaaab,fff6dfb600
2009,2009,0,4fa,ed3a07,fff78ab600
2010,2010,0,4fb,f77778,fff7cf5e00
2011,2011,0,4fc,fbbbbc,fff7b15c00
2012,2012,0,4fd,01b4e8,fff7519900
2013,2013,0,4fe,051eb8,fff6df8600
2014,2014,0,4ff,00da74,fff68eb200
2015,2015,0,500,f4e81b,fff6820a00
2016,2016,0,501,f33333,fff6c8fd00
2017,2017,0,502,eeeeef,fff7580b00
2018,2018,0,503,eb851f,fff811c400
2019,2019,0,504,efc963,fff8cc3b00
2020,2020,0,505,fc9630,fff9663c00
2021,2021,0,506,01b4e8,fff9cd4700
2022,2022,0,507,0369d0,fffa01e100
2023,2023,0,508,0da741,fffa1ad700
2024,2024,0,509,fae148,fffa2c6000
2025,2025,0,50a,f69d03,fffa4e2300
2026,2026,0,50b,f17e4b,fffa7d9a00
2027,2027,0,50c,f0a3d7,fffab4a600
2028,2028,0,50d,ec5f93,fffadbba00
2029,2029,0,50e,f0a3d7,fffadecf00
2030,2030,0,50f,ff258c,fffab93900
2031,2031,0,510,0a3d71,fffa7dee00
2032,2032,0,511,0ccccd,fffa520800
2033,2033,0,512,07ae14,fffa5d9500
2034,2034,0,513,088888,fffac59900
2035,2035,0,514,fc9630,fffb938100
2036,2036,0,515,f5c28f,fffcb5f900
2037,2037,0,516,f258bf,fffdfab100
2038,2038,0,517,fbbbbc,ffff2e5500
2039,2039,0,518,fbbbbc,0000208e00
2040,2040,0,519,06d3a0,0000c12e00
2041,2041,0,51a,07ae14,0001130f00
2042,2042,0,51b,0a3d71,0001345f00
2043,2043,0,51c,06d3a0,00013fef00
2044,2044,0,51d,00da74,0001472400
2045,2045,0,51e,f77778,000142e500
2046,2046,0,51f,f258bf,00011b6700
2047,2047,0,520,ee147b,0000afe200
2048,2048,1,521,ee147b,ffffe84f00
2049,2049,0,522,f33333,fffebfe600
2050,2050,0,523,028f5c,fffd545100
2051,2051,0,524,00da74,fffbd56800
2052,2052,0,525,fbbbbc,fffa7b0000
2053,2053,0,526,f77778,fff9685800
2054,2054,0,527,fae148,fff8ac6400
2055,2055,0,528,eeeeef,fff82fb600
2056,2056,0,529,e740db,fff7c59700
2057,2057,0,52a,eb851f,fff73d9900
2058,2058,0,52b,ed3a07,fff67d1a00
2059,2059,0,52c,ee147b,fff586fe00
2060,2060,0,52d,f92c60,fff47d0d00
2061,2061,0,52e,fae148,fff390df00
2062,2062,0,52f,ff258c,fff2f9f800
2063,2063,0,530,fc9630,fff2d73100
2064,2064,0,531,f851ec,fff32d7500
2065,2065,0,532,ed3a07,fff3db5000
2066,2066,0,533,e81b4f,fff4a8a500
2067,2067,0,534,e81b4f,fff5540f00
2068,2068,0,535,ed3a07,fff5ace100
2069,2069,0,536,eb851f,fff598a500
2070,2070,0,537,f69d03,fff5245500
2071,2071,0,538,fae148,fff474b500
2072,2072,0,539,f92c60,fff3bea600
2073,2073,0,53a,f77778,fff32cb200
2074,2074,0,53b,f851ec,fff2d9e400
2075,2075,0,53c,ec5f93,fff2c4fe00
2076,2076,0,53d,eaaaab,fff2dd2d00
2077,2077,0,53e,eeeeef,fff3097300
2078,2078,0,53f,e81b4f,fff3348300
2079,2079,0,540,f0a3d7,fff3592800
2080,2080,0,541,fbbbbc,fff37e2000
2081,2081,0,542,01b4e8,fff3bbf800
2082,2082,0,543,000000,fff427f400
2083,2083,0,544,f258bf,fff4c27c00
2084,2084,0,545,ed3a07,fff5750500
2085,2085,0,546,e147ae,fff604fb00
2086,2086,0,547,df92c6,fff62c8200
2087,2087,0,548,df92c6,fff5a65500
2088,2088,0,549,e9d037,fff45a0000
2089,2089,0,54a,f0a3d7,fff2651000
2090,2090,0,54b,fd70a4,fff0281500
2091,2091,0,54c,000000,ffee25fb00
2092,2092,0,54d,fe4b18,ffece61d00
2093,2093,0,54e,f851ec,ffecc20100
2094,2094,0,54f,eeeeef,ffedc9a200
2095,2095,0,550,e81b4f,ffefba4100
2096,2096,0,551,e740db,fff2132100
2097,2097,0,552,e3d70a,fff4394000
2098,2098,0,553,e4b17f,fff5a56100
2099,2099,0,554,ee147b,fff6089800
2100,2100,0,555,f0a3d7,fff55a1f00
2101,2101,0,556,f40da7,fff3d45b00
2102,2102,0,557,f77778,fff1da5b00
2103,2103,0,558,fd70a4,ffefe5ca00
2104,2104,0,559,044444,ffee6f9400
2105,2105,0,55a,07ae14,ffede20000
2106,2106,0,55b,07ae14,ffee8ee300
2107,2107,0,55c,18bf25,fff0b78a00
2108,2108,0,55d,23d70a,fff4823e00
2109,2109,0,55e,340da7,fffa028f00
2110,2110,0,55f,53a06d,0001393300
2111,2111,0,560,6d3a06,000a228d00
2112,2112,0,561,75c28e,0014b95700
2113,2113,0,562,6eeeee,0020e01600
2114,2114,0,563,62fc95,002e468700
2115,2115,0,564,4da740,003c439a00
2116,2116,0,565,4369d0,0049cbcf00
2117,2117,0,566,377777,00557c5e00
2118,2118,0,567,333333,0050982700
2119,2119,0,568,2fc963,00469f0500
2120,2120,0,569,1eb852,003f67fb00
2121,2121,0,56a,06d3a0,003b794700
2122,2122,0,56b,f17e4b,0039fe3200
2123,2123,0,56c,e58bf3,00392bcd00
2124,2124,0,56d,da740e,0036cd2000
2125,2125,0,56e,d7e4b2,0030eba900
2126,2126,0,56f,d55556,00265afa00
2127,2127,0,570,da740e,00171e2500
2128,2128,0,571,e22222,000472a200
2129,2129,0,572,f17e4b,fff09cbc00
2130,2130,0,573,f92c60,ffde642800
2131,2131,0,574,01b4e8,ffd0809300
2132,2132,0,575,fbbbbc,ffc8f0e700
2133,2133,0,576,f5c28f,ffc88e3e00
2134,2134,0,577,efc963,ffcece3c00
2135,2135,0,578,efc963,ffd9ea8200
2136,2136,0,579,e8f5c3,ffe73ee900
2137,2137,0,57a,ed3a07,fff3efdc00
2138,2138,0,57b,f17e4b,fffd88c000
2139,2139,0,57c,f77778,00028c2d00
2140,2140,0,57d,00da74,0002b5b100
2141,2141,0,57e,fc9630,fffee9a900
2142,2142,0,57f,fe4b18,fff8e93c00
2143,2143,0,580,fe4b18,fff2c6b100
2144,2144,0,581,f40da7,ffee599400
2145,2145,0,582,eeeeef,ffecc8ba00
2146,2146,0,583,f258bf,ffee528500
2147,2147,0,584,f0a3d7,fff2560500
2148,2148,0,585,e2fc96,fff787bb00
2149,2149,0,586,f4e81b,fffc69a500
2150,2150,0,587,028f5c,ffffb20a00
2151,2151,0,588,fe4b18,0000a8eb00
2152,2152,0,589,044444,ffff4b0100
2153,2153,0,58a,06d3a0,fffc3f1c00
2154,2154,0,58b,fe4b18,fff89d1800
2155,2155,0,58c,ec5f93,fff580e000
2156,2156,0,58d,f0a3d7,fff3c2dc00
2157,2157,0,58e,f77778,fff3bede00
2158,2158,0,58f,f92c60,fff5508e00
2159,2159,0,590,fd70a4,fff7eba700
2160,2160,0,591,00da74,fffad70c00
2161,2161,0,592,028f5c,fffd690600
2162,2162,0,593,01b4e8,ffff2b6e00
2163,2163,0,594,051eb8,fffff3f200
2164,2164,0,595,fa06d4,ffffd5b400
2165,2165,0,596,f69d03,ffff164300
2166,2166,0,597,efc963,fffe020d00
2167,2167,0,598,f0a3d7,fffce04100
2168,2168,0,599,f4e81b,fffbda4700
2169,2169,0,59a,0369d0,fffb0af500
2170,2170,0,59b,05f92c,fffa7ed600
2171,2171,0,59c,00da74,fffa411800
2172,2172,0,59d,0369d0,fffa5ce800
2173,2173,0,59e,0a3d71,fffae0a200
2174,2174,0,59f,fae148,fffbc73e00
2175,2175,0,5a0,fae148,fffcfbcf00
2176,2176,0,5a1,f851ec,fffe4ba200
2177,2177,0,5a2,fae148,ffff829600
2178,2178,0,5a3,fe4b18,000069bc00
2179,2179,0,5a4,05f92c,0000e31900
2180,2180,0,5a5,f69d03,0000def300
2181,2181,0,5a6,00da74,0000736e00
2182,2182,0,5a7,0962fd,ffffc5dd00
2183,2183,0,5a8,0369d0,ffff0dbb00
2184,2184,0,5a9,ff258c,fffe7b6700
2185,2185,0,5aa,f851ec,fffe2c9d00
2186,2186,0,5ab,f851ec,fffe2e0200
2187,2187,0,5ac,00da74,fffe768700
2188,2188,0,5ad,fc9630,fffee74100
2189,2189,0,5ae,0a3d71,ffff691b00
2190,2190,0,5af,0da741,ffffeabb00
2191,2191,0,5b0,13a06d,00007c9000
2192,2192,0,5b1,11eb85,0001393000
2193,2193,0,5b2,10369d,0002460500
2194,2194,0,5b3,06d3a0,0003b4ed00
2195,2195,0,5b4,028f5c,00057c4e00
2196,2196,0,5b5,000000,00076b0b00
2197,2197,0,5b6,00da74,0009370200
2198,2198,0,5b7,ff258c,000a891d00
2199,2199,0,5b8,0ccccd,000b248700
2200,2200,0,5b9,0f5c29,000af16b00
2201,2201,0,5ba,11eb85,000a12a700
2202,2202,0,5bb,155555,0008d63600
2203,2203,0,5bc,155555,0007a97000
2204,2204,0,5bd,0da741,0006f49200
2205,2205,0,5be,0962fd,0006fe9a00
2206,2206,0,5bf,ff258c,0007d03a00
2207,2207,0,5c0,0da741,000945c700
2208,2208,0,5c1,155555,000b10b300
2209,2209,0,5c2,18bf25,000ce1b600
2210,2210,0,5c3,1d036a,000e78b700
2211,2211,0,5c4,1d036a,000fbae400
2212,2212,0,5c5,1d036a,0010b33500
2213,2213,0,5c6,206d3a,0011858500
2214,2214,0,5c7,1eb852,00125e2800
2215,2215,0,5c8,1eb852,001367d100
2216,2216,0,5c9,05f92c,0014a68d00
2217,2217,0,5ca,0e81b5,00160bce00
2218,2218,0,5cb,1eb852,00176b7600
2219,2219,0,5cc,281b4e,0018a06e00
2220,2220,0,5cd,2aaaaa,00198f3500
2221,2221,0,5ce,2c5f92,001a3c0800
2222,2222,0,5cf,23d70a,001ac4c800
2223,2223,0,5d0,266666,001b58eb00
2224,2224,0,5d1,22fc96,001c187e00
2225,2225,0,5d2,1c28f6,001d0dc200
2226,2226,0,5d3,1dddde,001e271b00
2227,2227,0,5d4,1b4e81,001f3d2500
2228,2228,0,5d5,1d036a,0020243f00
2229,2229,0,5d6,2740da,0020b86300
2230,2230,0,5d7,2740da,0020e65f00
2231,2231,0,5d8,2b851e,0020b81c00
2232,2232,0,5d9,29d036,0020484f00
2233,2233,0,5da,1b4e81,001fb87d00
2234,2234,0,5db,1b4e81,001f272c00
2235,2235,0,5dc,147ae1,001e9ab400
2236,2236,0,5dd,17e4b1,001e111a00
2237,2237,0,5de,18bf25,001d76af00
2238,2238,0,5df,147ae1,001cb8a000
2239,2239,0,5e0,206d3a,001bd39100
2240,2240,0,5e1,111111,001abfa900
2241,2241,0,5e2,162fc9,0019872a00
2242,2242,0,5e3,147ae1,0018253700
2243,2243,0,5e4,0f5c29,00169ca300
2244,2244,0,5e5,028f5c,0014e03200
2245,2245,0,5e6,028f5c,0012e7d400
2246,2246,0,5e7,044444,0010b1ed00
2247,2247,0,5e8,05f92c,000e4f9700
2248,2248,0,5e9,051eb8,000bdda900
2249,2249,0,5ea,05f92c,0009855400
2250,2250,0,5eb,11eb85,00077b8a00
2251,2251,0,5ec,0e81b5,0005eb9c00
2252,2252,0,5ed,0da741,0004f5c900
2253,2253,0,5ee,01b4e8,0004949400
2254,2254,0,5ef,f851ec,0004a60d00
2255,2255,0,5f0,f77778,0004e88f00
2256,2256,0,5f1,f4e81b,000509ff00
2257,2257,0,5f2,f4e81b,0004bd0700
2258,2258,0,5f3,fd70a4,0003d1b000
2259,2259,0,5f4,06d3a0,00024add00
2260,2260,0,5f5,0962fd,00005fef00
2261,2261,0,5f6,000000,fffe64ed00
2262,2262,0,5f7,fe4b18,fffcb63300
2263,2263,0,5f8,f17e4b,fffb8d4100
2264,2264,0,5f9,f40da7,fffafe0500
2265,2265,0,5fa,eaaaab,fffadc7600
2266,2266,0,5fb,f0a3d7,fffae71200
2267,2267,0,5fc,ed3a07,fffac87d00
2268,2268,0,5fd,f77778,fffa4d0f00
2269,2269,0,5fe,fae148,fff95fa100
2270,2270,0,5ff,fd70a4,fff81cd400
2271,2271,0,600,fe4b18,fff6be2400
2272,2272,0,601,01b4e8,fff591cf00
2273,2273,0,602,f33333,fff4d54a00
2274,2274,0,603,e66667,fff4a40100
2275,2275,0,604,ee147b,fff4f0c700
2276,2276,0,605,eb851f,fff5879200
2277,2277,0,606,e8f5c3,fff6212900
2278,2278,0,607,f0a3d7,fff6749c00
2279,2279,0,608,fe4b18,fff65c2e00
2280,2280,0,609,01b4e8,fff5dd2800
2281,2281,0,60a,01b4e8,fff5263100
2282,2282,0,60b,000000,fff47ee800
2283,2283,0,60c,f851ec,fff4319300
2284,2284,0,60d,f0a3d7,fff46f1200
2285,2285,0,60e,ed3a07,fff53c0e00
2286,2286,0,60f,eeeeef,fff6729e00
2287,2287,0,610,ee147b,fff7ca9f00
2288,2288,0,611,fae148,fff8faa400
2289,2289,0,612,028f5c,fff9c9e700
2290,2290,0,613,051eb8,fffa28ad00
2291,2291,0,614,ff258c,fffa25c300
2292,2292,0,615,fae148,fff9e9c200
2293,2293,0,616,eeeeef,fff9992600
2294,2294,0,617,ee147b,fff94d1c00
2295,2295,0,618,f0a3d7,fff9075200
2296,2296,0,619,e147ae,fff8afca00
2297,2297,0,61a,eaaaab,fff82d4d00
2298,2298,0,61b,fe4b18,fff771f600
2299,2299,0,61c,028f5c,fff68f9c00
2300,2300,0,61d,028f5c,fff5b07700
2301,2301,0,61e,01b4e8,fff50c7700
2302,2302,0,61f,fc9630,fff4dbea00
2303,2303,0,620,f40da7,fff53b5b00
2304,2304,0,621,f0a3d7,fff61e7600
2305,2305,0,622,f4e81b,fff757d600
2306,2306,0,623,e740db,fff89a5900
2307,2307,0,624,ec5f93,fff99ae700
2308,2308,0,625,fd70a4,fffa207e00
2309,2309,0,626,f77778,fffa118a00
2310,2310,0,627,00da74,fff9803500
2311,2311,0,628,028f5c,fff896b700
2312,2312,0,629,fe4b18,fff79d6000
2313,2313,0,62a,f4e81b,fff6d43800
2314,2314,0,62b,f0a3d7,fff669d000
2315,2315,0,62c,ed3a07,fff66cc200
2316,2316,0,62d,f4e81b,fff6d43400
2317,2317,0,62e,f33333,fff77bc200
2318,2318,0,62f,fae148,fff83eae00
2319,2319,0,630,fe4b18,fff8f6bd00
2320,2320,0,631,01b4e8,fff98f6000
2321,2321,0,632,ff258c,fff9fac500
2322,2322,0,633,01b4e8,fffa3b4600
2323,2323,0,634,fa06d4,fffa569200
2324,2324,0,635,f17e4b,fffa57b200
2325,2325,0,636,ec5f93,fffa43ac00
2326,2326,0,637,efc963,fffa1fd900
2327,2327,0,638,e8f5c3,fff9e3b800
2328,2328,0,639,f33333,fff9887500
2329,2329,0,63a,000000,fff907a600
2330,2330,0,63b,028f5c,fff86ac000
2331,2331,0,63c,01b4e8,fff7c6bc00
2332,2332,0,63d,ff258c,fff73a2800
2333,2333,0,63e,f40da7,fff6e1e900
2334,2334,0,63f,f33333,fff6d34500
2335,2335,0,640,f0a3d7,fff70d3d00
2336,2336,0,641,efc963,fff7811100
2337,2337,0,642,f33333,fff8127000
2338,2338,0,643,fd70a4,fff8a8eb00
2339,2339,0,644,07ae14,fff9392600
2340,2340,0,645,0369d0,fff9c07200
2341,2341,0,646,f4e81b,fffa38f800
2342,2342,0,647,f77778,fffa9a6700
2343,2343,0,648,ee147b,fffac9c800
2344,2344,0,649,ed3a07,fffaaba600
2345,2345,0,64a,eaaaab,fffa1e9000
2346,2346,0,64b,ec5f93,fff91b8700
2347,2347,0,64c,eeeeef,fff7b5f400
2348,2348,0,64d,01b4e8,fff62be900
2349,2349,0,64e,01b4e8,fff4caee00
2350,2350,0,64f,01b4e8,fff3e8f400
2351,2351,0,650,fa06d4,fff3b93d00
2352,2352,0,651,fd70a4,fff4503a00
2353,2353,0,652,eeeeef,fff5840600
2354,2354,0,653,e740db,fff7020d00
2355,2355,0,654,e81b4f,fff85a3d00
2356,2356,0,655,e66667,fff924d600
2357,2357,0,656,e81b4f,fff9195e00
2358,2358,0,657,fe4b18,fff82e0800
2359,2359,0,658,ff258c,fff6928300
2360,2360,0,659,044444,fff4b43a00
2361,2361,0,65a,028f5c,fff30f7600
2362,2362,0,65b,fbbbbc,fff21bf000
2363,2363,0,65c,e81b4f,fff2150d00
2364,2364,0,65d,eb851f,fff2f7fe00
2365,2365,0,65e,f0a3d7,fff47f7300
2366,2366,0,65f,ed3a07,fff642db00
2367,2367,0,660,f17e4b,fff7d23400
2368,2368,0,661,f77778,fff8d72300
2369,2369,0,662,fe4b18,fff92ee000
2370,2370,0,663,051eb8,fff8e8dd00
2371,2371,0,664,028f5c,fff83b2500
2372,2372,0,665,00da74,fff7763600
2373,2373,0,666,f0a3d7,fff6e05000
2374,2374,0,667,e81b4f,fff6a93a00
2375,2375,0,668,e8f5c3,fff6d5ea00
2376,2376,0,669,efc963,fff74c4b00
2377,2377,0,66a,ed3a07,fff7d48000
2378,2378,0,66b,fa06d4,fff83aca00
2379,2379,0,66c,0369d0,fff85bc300
2380,2380,0,66d,044444,fff8373100
2381,2381,0,66e,fc9630,fff7dfa900
2382,2382,0,66f,fe4b18,fff77c2d00
2383,2383,0,670,f33333,fff72eda00
2384,2384,0,671,f258bf,fff716f500
2385,2385,0,672,f17e4b,fff73d5300
2386,2386,0,673,f33333,fff7a2f700
2387,2387,0,674,f4e81b,fff83a8200
2388,2388,0,675,0369d0,fff8f97f00
2389,2389,0,676,fc9630,fff9c83500
2390,2390,0,677,fd70a4,fffa90a700
2391,2391,0,678,0369d0,fffb355700
2392,2392,0,679,051eb8,fffba5f000
2393,2393,0,67a,fd70a4,fffbdbcc00
2394,2394,0,67b,fa06d4,fffbe36100
2395,2395,0,67c,f92c60,fffbdbe500
2396,2396,0,67d,f851ec,fffbf01d00
2397,2397,0,67e,ff258c,fffc489e00
2398,2398,0,67f,06d3a0,fffcfeba00
2399,2399,0,680,0ccccd,fffe194100
2400,2400,0,681,05f92c,ffff7eff00
2401,2401,0,682,05f92c,0001027500
2402,2402,0,683,00da74,000261ba00
2403,2403,0,684,f5c28f,0003576800
2404,2404,0,685,f33333,0003a81f00
2405,2405,0,686,f0a3d7,0003314200
2406,2406,0,687,f0a3d7,0001f7b500
2407,2407,0,688,fa06d4,0000289400
2408,2408,0,689,ff258c,fffe0fc300
2409,2409,0,68a,028f5c,fffc0a3000
2410,2410,0,68b,01b4e8,fffa693600
2411,2411,0,68c,eeeeef,fff9534800
2412,2412,0,68d,e740db,fff8bb7100
2413,2413,0,68e,f0a3d7,fff8680000
2414,2414,0,68f,ec5f93,fff8088b00
2415,2415,0,690,e58bf3,fff753f400
2416,2416,0,691,e740db,fff61ff900
2417,2417,0,692,eeeeef,fff478d100
2418,2418,0,693,00da74,fff2a35600
2419,2419,0,694,fc9630,fff0f80f00
2420,2420,0,695,fae148,ffefd4b000
2421,2421,0,696,fae148,ffef77ad00
2422,2422,0,697,ed3a07,ffefee6900
2423,2423,0,698,e66667,fff10c7800
2424,2424,0,699,e66667,fff273ce00
2425,2425,0,69a,e147ae,fff3b2b700
2426,2426,0,69b,eaaaab,fff46aba00
2427,2427,0,69c,f33333,fff466f900
2428,2428,0,69d,fc9630,fff3b76800
2429,2429,0,69e,fd70a4,fff29ec700
2430,2430,0,69f,fd70a4,fff182cc00
2431,2431,0,6a0,fc9630,fff0c8ce00
2432,2432,0,6a1,f69d03,fff0b86900
2433,2433,0,6a2,e81b4f,fff15f9600
2434,2434,0,6a3,d9999a,fff28a3d00
