Sample in Buffer,Sample in Window,TRIGGER,addr_wire[11:0],douta_wire[23:0],filtered_ecg_wire[39:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX
2435,2435,0,6a4,e66667,fff3df1800
2436,2436,0,6a5,ed3a07,fff4f4a400
2437,2437,0,6a6,f258bf,fff57c4400
2438,2438,0,6a7,f4e81b,fff54d9800
2439,2439,0,6a8,f69d03,fff478fd00
2440,2440,0,6a9,f77778,fff3397700
2441,2441,0,6aa,fae148,fff1e17000
2442,2442,0,6ab,ec5f93,fff0b66600
2443,2443,0,6ac,e740db,ffefea8000
2444,2444,0,6ad,e81b4f,ffef8e0f00
2445,2445,0,6ae,e9d037,ffef9cb500
2446,2446,0,6af,e81b4f,ffeffab700
2447,2447,0,6b0,f69d03,fff08d0000
2448,2448,0,6b1,f258bf,fff1319c00
2449,2449,0,6b2,fbbbbc,fff1d92100
2450,2450,0,6b3,fa06d4,fff26d8600
2451,2451,0,6b4,eaaaab,fff2da2e00
2452,2452,0,6b5,eb851f,fff3084a00
2453,2453,0,6b6,e740db,fff2deac00
2454,2454,0,6b7,e66667,fff256d400
2455,2455,0,6b8,e66667,fff177d700
2456,2456,0,6b9,e66667,fff060f900
2457,2457,0,6ba,ee147b,ffef45d200
2458,2458,0,6bb,f69d03,ffee60ba00
2459,2459,0,6bc,f40da7,ffeddeb700
2460,2460,0,6bd,ec5f93,ffedcc9800
2461,2461,0,6be,f0a3d7,ffee186800
2462,2462,0,6bf,e9d037,ffee906000
2463,2463,0,6c0,f33333,ffef075300
2464,2464,0,6c1,fae148,ffef609100
2465,2465,0,6c2,051eb8,ffefb84100
2466,2466,0,6c3,0ccccd,fff05b3200
2467,2467,0,6c4,22fc96,fff1c91b00
2468,2468,0,6c5,3258bf,fff48ce400
2469,2469,0,6c6,41b4e8,fff922bb00
2470,2470,0,6c7,4bf258,ffffcd9300
2471,2471,0,6c8,599999,000892f700
2472,2472,0,6c9,4e81b4,00132c8c00
2473,2473,0,6ca,4ccccc,001f116400
2474,2474,0,6cb,45f92c,002b6dc100
2475,2475,0,6cc,3f258b,003736ee00
2476,2476,0,6cd,3bbbbb,00413df100
2477,2477,0,6ce,3a06d3,0048619600
2478,2478,0,6cf,28f5c2,004bbb9500
2479,2479,0,6d0,23d70a,004ae89300
2480,2480,0,6d1,0e81b5,00461a0000
2481,2481,0,6d2,fbbbbc,003e1ed400
2482,2482,0,6d3,e22222,003413c100
2483,2483,0,6d4,d9999a,0029249900
2484,2484,0,6d5,d1eb85,001e2c3b00
2485,2485,0,6d6,d1eb85,0013916500
2486,2486,0,6d7,d7e4b2,000942ee00
2487,2487,0,6d8,e81b4f,fffefc4b00
2488,2488,0,6d9,f40da7,fff493af00
2489,2489,0,6da,fa06d4,ffea464600
2490,2490,0,6db,f5c28f,ffe0ce4e00
2491,2491,0,6dc,fae148,ffd9533c00
2492,2492,0,6dd,ed3a07,ffd504c900
2493,2493,0,6de,ee147b,ffd4c1e700
2494,2494,0,6df,eeeeef,ffd8a9ca00
2495,2495,0,6e0,f17e4b,ffe0038a00
2496,2496,0,6e1,efc963,ffe947cd00
2497,2497,0,6e2,f5c28f,fff2847600
2498,2498,0,6e3,fae148,fff9d86300
2499,2499,0,6e4,fbbbbc,fffdf5de00
2500,2500,0,6e5,fa06d4,fffe74cd00
2501,2501,0,6e6,ff258c,fffbef2700
2502,2502,0,6e7,fa06d4,fff7c45b00
2503,2503,0,6e8,e740db,fff39fa000
2504,2504,0,6e9,e58bf3,fff0f18200
2505,2505,0,6ea,e8f5c3,fff07d0d00
2506,2506,0,6eb,f33333,fff2330600
2507,2507,0,6ec,fc9630,fff5454200
2508,2508,0,6ed,028f5c,fff8895500
2509,2509,0,6ee,fd70a4,fffae47700
2510,2510,0,6ef,fa06d4,fffbada200
2511,2511,0,6f0,fd70a4,fffadc3700
2512,2512,0,6f1,f258bf,fff8f35000
2513,2513,0,6f2,ee147b,fff6c9e700
2514,2514,0,6f3,ed3a07,fff52e9b00
2515,2515,0,6f4,ed3a07,fff4a55800
2516,2516,0,6f5,efc963,fff5375a00
2517,2517,0,6f6,044444,fff6891400
2518,2518,0,6f7,06d3a0,fff8020800
2519,2519,0,6f8,07ae14,fff91d7200
2520,2520,0,6f9,fe4b18,fff98ee000
2521,2521,0,6fa,ff258c,fff96ef500
2522,2522,0,6fb,eeeeef,fff910be00
2523,2523,0,6fc,f40da7,fff8ebf800
2524,2524,0,6fd,f17e4b,fff94fd700
2525,2525,0,6fe,f5c28f,fffa556000
2526,2526,0,6ff,f258bf,fffbba6400
2527,2527,0,700,ff258c,fffd0e7e00
2528,2528,0,701,05f92c,fffdd22400
2529,2529,0,702,088888,fffdb7aa00
2530,2530,0,703,01b4e8,fffcba8200
2531,2531,0,704,fa06d4,fffb2dd200
2532,2532,0,705,efc963,fff998da00
2533,2533,0,706,f258bf,fff88cbe00
2534,2534,0,707,efc963,fff863e400
2535,2535,0,708,f851ec,fff92e7e00
2536,2536,0,709,fa06d4,fffa9fff00
2537,2537,0,70a,051eb8,fffc3dcc00
2538,2538,0,70b,0a3d71,fffd813b00
2539,2539,0,70c,044444,fffe0cda00
2540,2540,0,70d,051eb8,fffdcd6700
2541,2541,0,70e,028f5c,fffcfeb000
2542,2542,0,70f,f40da7,fffc117e00
2543,2543,0,710,f17e4b,fffb7fc000
2544,2544,0,711,fa06d4,fffba0ab00
2545,2545,0,712,fc9630,fffc8afd00
2546,2546,0,713,fc9630,fffe07f700
2547,2547,0,714,0369d0,ffffa8a200
2548,2548,0,715,10369d,0000f7cc00
2549,2549,0,716,12c5f9,0001a47000
2550,2550,0,717,0bf259,00019fb700
2551,2551,0,718,0369d0,0001214800
2552,2552,0,719,ff258c,000095bc00
2553,2553,0,71a,fd70a4,000072ea00
2554,2554,0,71b,ff258c,00010a4800
2555,2555,0,71c,00da74,0002676f00
2556,2556,0,71d,07ae14,00044f6f00
2557,2557,0,71e,111111,0006564000
2558,2558,0,71f,0e81b5,0007ffa700
2559,2559,0,720,111111,0008ef3900
2560,2560,0,721,170a3d,0009091400
2561,2561,0,722,0ccccd,00087b0b00
2562,2562,0,723,000000,0007a82b00
2563,2563,0,724,044444,000707f300
2564,2564,0,725,ff258c,0006f51000
2565,2565,0,726,088888,000798f700
2566,2566,0,727,11eb85,0008d38b00
2567,2567,0,728,1b4e81,000a5cfd00
2568,2568,0,729,1dddde,000bdb6600
2569,2569,0,72a,206d3a,000d0ded00
2570,2570,0,72b,1d036a,000de02f00
2571,2571,0,72c,199999,000e741f00
2572,2572,0,72d,13a06d,000f0c8700
2573,2573,0,72e,11eb85,000ff55400
2574,2574,0,72f,0da741,00115ba200
2575,2575,0,730,170a3d,001341d700
2576,2576,0,731,23d70a,0015788700
2577,2577,0,732,29d036,0017b38100
2578,2578,0,733,2740da,00199e0200
2579,2579,0,734,266666,001afac600
2580,2580,0,735,258bf2,001bb7b400
2581,2581,0,736,18bf25,001be9cb00
2582,2582,0,737,199999,001bca0a00
2583,2583,0,738,1d036a,001b9d9d00
2584,2584,0,739,1c28f6,001ba73400
2585,2585,0,73a,17e4b1,001c06c900
2586,2586,0,73b,23d70a,001cba5b00
2587,2587,0,73c,266666,001d975d00
2588,2588,0,73d,23d70a,001e5e1800
2589,2589,0,73e,1f92c6,001ec4bb00
2590,2590,0,73f,24b17e,001e9fcb00
2591,2591,0,740,1f92c6,001deb6d00
2592,2592,0,741,199999,001cd36300
2593,2593,0,742,147ae1,001b9d2300
2594,2594,0,743,13a06d,001a95c700
2595,2595,0,744,155555,0019f18500
2596,2596,0,745,1a740d,0019b9e500
2597,2597,0,746,1a740d,0019c6d300
2598,2598,0,747,18bf25,0019cf3000
2599,2599,0,748,17e4b1,001981a900
2600,2600,0,749,17e4b1,0018a58e00
2601,2601,0,74a,111111,00172ba900
2602,2602,0,74b,05f92c,001530cd00
2603,2603,0,74c,00da74,0012f1b800
2604,2604,0,74d,fc9630,0010b00f00
2605,2605,0,74e,00da74,000e9e0e00
2606,2606,0,74f,0da741,000cd17900
2607,2607,0,750,10369d,000b43c500
2608,2608,0,751,111111,0009e2b000
2609,2609,0,752,0ccccd,000898e900
2610,2610,0,753,0a3d71,0007625f00
2611,2611,0,754,fc9630,0006409e00
2612,2612,0,755,f5c28f,00053c3e00
2613,2613,0,756,f69d03,0004587000
2614,2614,0,757,f33333,00038de600
2615,2615,0,758,f5c28f,0002c86f00
2616,2616,0,759,f5c28f,0001e25500
2617,2617,0,75a,fe4b18,0000ba4200
2618,2618,0,75b,fa06d4,ffff2fd400
2619,2619,0,75c,fe4b18,fffd404e00
2620,2620,0,75d,028f5c,fffb087500
2621,2621,0,75e,f258bf,fff8c2ec00
2622,2622,0,75f,ed3a07,fff6be6100
2623,2623,0,760,e4b17f,fff538ca00
2624,2624,0,761,ec5f93,fff45ed200
2625,2625,0,762,ed3a07,fff427b100
2626,2626,0,763,f92c60,fff46c8300
2627,2627,0,764,ff258c,fff4ea7c00
2628,2628,0,765,fd70a4,fff562d900
2629,2629,0,766,fc9630,fff5a7e000
2630,2630,0,767,fd70a4,fff5ace900
2631,2631,0,768,f33333,fff5815a00
2632,2632,0,769,eaaaab,fff5471400
2633,2633,0,76a,e58bf3,fff51d4300
2634,2634,0,76b,e58bf3,fff5162b00
2635,2635,0,76c,eaaaab,fff52aed00
2636,2636,0,76d,fae148,fff5469c00
2637,2637,0,76e,fae148,fff5484700
2638,2638,0,76f,f4e81b,fff514b900
2639,2639,0,770,fc9630,fff4a34500
2640,2640,0,771,00da74,fff408bd00
2641,2641,0,772,ee147b,fff368f000
2642,2642,0,773,ec5f93,fff2f2ea00
2643,2643,0,774,eeeeef,fff2ce8500
2644,2644,0,775,f0a3d7,fff31be400
2645,2645,0,776,eeeeef,fff3d84400
2646,2646,0,777,f0a3d7,fff4df8200
2647,2647,0,778,fd70a4,fff5fb3800
2648,2648,0,779,f92c60,fff6e61a00
2649,2649,0,77a,fbbbbc,fff76a5700
2650,2650,0,77b,f4e81b,fff7620f00
2651,2651,0,77c,ed3a07,fff6cfba00
2652,2652,0,77d,ee147b,fff5d6eb00
2653,2653,0,77e,eaaaab,fff4b1dc00
2654,2654,0,77f,eb851f,fff3a4df00
2655,2655,0,780,f258bf,fff2e98d00
2656,2656,0,781,f258bf,fff29f7900
2657,2657,0,782,f77778,fff2c81800
2658,2658,0,783,028f5c,fff34a7d00
2659,2659,0,784,000000,fff3fec700
2660,2660,0,785,000000,fff4c40700
2661,2661,0,786,eb851f,fff575d100
2662,2662,0,787,e9d037,fff6067900
2663,2663,0,788,ed3a07,fff66c0f00
2664,2664,0,789,e9d037,fff6a4df00
2665,2665,0,78a,ec5f93,fff6ac6900
2666,2666,0,78b,00da74,fff68a5200
2667,2667,0,78c,ff258c,fff64b1400
2668,2668,0,78d,f77778,fff6012300
2669,2669,0,78e,ff258c,fff5bee000
2670,2670,0,78f,ff258c,fff5999300
2671,2671,0,790,eeeeef,fff59e1800
2672,2672,0,791,ed3a07,fff5cefa00
2673,2673,0,792,eeeeef,fff624cd00
2674,2674,0,793,ec5f93,fff693e500
2675,2675,0,794,f258bf,fff708de00
2676,2676,0,795,01b4e8,fff7748200
2677,2677,0,796,f92c60,fff7c4ea00
2678,2678,0,797,01b4e8,fff7f84100
2679,2679,0,798,044444,fff80dd500
2680,2680,0,799,fe4b18,fff8178d00
2681,2681,0,79a,e81b4f,fff8195a00
2682,2682,0,79b,e740db,fff8163e00
2683,2683,0,79c,eeeeef,fff8093200
2684,2684,0,79d,ee147b,fff7eb0100
2685,2685,0,79e,ee147b,fff7ae5300
2686,2686,0,79f,ff258c,fff7530400
2687,2687,0,7a0,028f5c,fff6e5e900
2688,2688,0,7a1,01b4e8,fff6833b00
2689,2689,0,7a2,f92c60,fff63e4200
2690,2690,0,7a3,f17e4b,fff6232800
2691,2691,0,7a4,f0a3d7,fff62f9100
2692,2692,0,7a5,ed3a07,fff6522600
2693,2693,0,7a6,ec5f93,fff674ae00
2694,2694,0,7a7,e8f5c3,fff67de900
2695,2695,0,7a8,efc963,fff6619800
2696,2696,0,7a9,f92c60,fff61e3d00
2697,2697,0,7aa,fe4b18,fff5bf3000
2698,2698,0,7ab,f92c60,fff5502500
2699,2699,0,7ac,f4e81b,fff4dc5600
2700,2700,0,7ad,f17e4b,fff469f600
2701,2701,0,7ae,eb851f,fff3f9e700
2702,2702,0,7af,eb851f,fff38bda00
2703,2703,0,7b0,ec5f93,fff3221e00
2704,2704,0,7b1,f17e4b,fff2cc6d00
2705,2705,0,7b2,f5c28f,fff2a1cc00
2706,2706,0,7b3,fc9630,fff2be8600
2707,2707,0,7b4,ff258c,fff3350800
2708,2708,0,7b5,fc9630,fff404d200
2709,2709,0,7b6,fe4b18,fff5192000
2710,2710,0,7b7,f69d03,fff6473c00
2711,2711,0,7b8,ed3a07,fff75b7b00
2712,2712,0,7b9,eb851f,fff8238300
2713,2713,0,7ba,eb851f,fff87d7300
2714,2714,0,7bb,eaaaab,fff85d8a00
2715,2715,0,7bc,e9d037,fff7c8f700
2716,2716,0,7bd,f77778,fff6dc4300
2717,2717,0,7be,fd70a4,fff5bed900
2718,2718,0,7bf,00da74,fff4a42600
2719,2719,0,7c0,fbbbbc,fff3b88400
2720,2720,0,7c1,efc963,fff31d0c00
2721,2721,0,7c2,e8f5c3,fff2ddd400
2722,2722,0,7c3,e81b4f,fff2ef0f00
2723,2723,0,7c4,e740db,fff330db00
2724,2724,0,7c5,eb851f,fff37b5c00
2725,2725,0,7c6,f40da7,fff3adc100
2726,2726,0,7c7,f92c60,fff3b9a100
2727,2727,0,7c8,00da74,fff3a8fd00
2728,2728,0,7c9,fc9630,fff38fc500
2729,2729,0,7ca,00da74,fff390c400
2730,2730,0,7cb,f33333,fff3be9e00
2731,2731,0,7cc,e2fc96,fff41af800
2732,2732,0,7cd,e8f5c3,fff4927f00
2733,2733,0,7ce,eaaaab,fff5035600
2734,2734,0,7cf,f33333,fff554c900
2735,2735,0,7d0,fc9630,fff57a5200
2736,2736,0,7d1,028f5c,fff5862300
2737,2737,0,7d2,000000,fff59b1e00
2738,2738,0,7d3,fbbbbc,fff5dbf300
2739,2739,0,7d4,000000,fff65f3e00
2740,2740,0,7d5,f92c60,fff7204600
2741,2741,0,7d6,f0a3d7,fff8041500
2742,2742,0,7d7,eeeeef,fff8e06800
2743,2743,0,7d8,eeeeef,fff98eba00
2744,2744,0,7d9,f40da7,fff9f91800
2745,2745,0,7da,f851ec,fffa19c100
2746,2746,0,7db,00da74,fffa018b00
2747,2747,0,7dc,088888,fff9d10700
2748,2748,0,7dd,06d3a0,fff9aef900
2749,2749,0,7de,0bf259,fff9c68100
2750,2750,0,7df,f69d03,fffa280000
2751,2751,0,7e0,e58bf3,fffacaf100
2752,2752,0,7e1,efc963,fffb8a8000
2753,2753,0,7e2,f33333,fffc332200
2754,2754,0,7e3,f4e81b,fffc963b00
2755,2755,0,7e4,fa06d4,fffc929300
2756,2756,0,7e5,044444,fffc2df300
2757,2757,0,7e6,051eb8,fffb8b7a00
2758,2758,0,7e7,fd70a4,fffad86700
2759,2759,0,7e8,f0a3d7,fffa315f00
2760,2760,0,7e9,ec5f93,fff99caa00
2761,2761,0,7ea,ee147b,fff90a0d00
2762,2762,0,7eb,ec5f93,fff85ec400
2763,2763,0,7ec,e740db,fff7823d00
2764,2764,0,7ed,e8f5c3,fff66d8500
2765,2765,0,7ee,f69d03,fff5369700
2766,2766,0,7ef,fa06d4,fff4039200
2767,2767,0,7f0,fa06d4,fff2ffb900
2768,2768,0,7f1,f69d03,fff246af00
2769,2769,0,7f2,f5c28f,fff1e59400
2770,2770,0,7f3,ee147b,fff1d04f00
2771,2771,0,7f4,ec5f93,fff1edd300
2772,2772,0,7f5,e740db,fff21a6800
2773,2773,0,7f6,e81b4f,fff23cba00
2774,2774,0,7f7,ec5f93,fff2469200
2775,2775,0,7f8,f92c60,fff2416f00
2776,2776,0,7f9,f77778,fff23c9f00
2777,2777,0,7fa,f92c60,fff24dbc00
2778,2778,0,7fb,f851ec,fff27cda00
2779,2779,0,7fc,f5c28f,fff2c8e300
2780,2780,0,7fd,eb851f,fff31baf00
2781,2781,0,7fe,e8f5c3,fff358b400
2782,2782,0,7ff,e66667,fff362d200
2783,2783,0,800,e58bf3,fff32baf00
2784,2784,0,801,e2fc96,fff2ae4400
2785,2785,0,802,f4e81b,fff1ffb700
2786,2786,0,803,e9d037,fff12ee200
2787,2787,0,804,f69d03,fff05cbd00
2788,2788,0,805,f77778,ffef96df00
2789,2789,0,806,efc963,ffeeef7d00
2790,2790,0,807,e22222,ffee61b000
2791,2791,0,808,e3d70a,ffede6cc00
2792,2792,0,809,e81b4f,ffed78ad00
2793,2793,0,80a,e58bf3,ffed17eb00
2794,2794,0,80b,e8f5c3,ffeccd0c00
2795,2795,0,80c,f17e4b,ffecaa3400
2796,2796,0,80d,f17e4b,ffecc20000
2797,2797,0,80e,f851ec,ffed217f00
2798,2798,0,80f,f5c28f,ffedbf3e00
2799,2799,0,810,f40da7,ffee87fc00
2800,2800,0,811,e8f5c3,ffef54b400
2801,2801,0,812,e3d70a,ffeffed700
2802,2802,0,813,e147ae,fff061f200
2803,2803,0,814,e58bf3,fff06d9500
2804,2804,0,815,e740db,fff021bf00
2805,2805,0,816,efc963,ffef974000
2806,2806,0,817,f0a3d7,ffeeef9600
2807,2807,0,818,f5c28f,ffee552800
2808,2808,0,819,f77778,ffede83a00
2809,2809,0,81a,ed3a07,ffedb7ac00
2810,2810,0,81b,e4b17f,ffedbbe600
2811,2811,0,81c,e2fc96,ffeddb9800
2812,2812,0,81d,df92c6,ffedf56000
2813,2813,0,81e,da740e,ffede52d00
2814,2814,0,81f,e147ae,ffed916e00
2815,2815,0,820,eaaaab,ffecf32e00
2816,2816,0,821,f40da7,ffec1e5700
2817,2817,0,822,ff258c,ffeb3ff400
2818,2818,0,823,044444,ffea9aeb00
2819,2819,0,824,0ccccd,ffea87f400
2820,2820,0,825,05f92c,ffeb5a4800
2821,2821,0,826,0bf259,ffed5f4e00
2822,2822,0,827,18bf25,fff0c98200
2823,2823,0,828,206d3a,fff5af8100
2824,2824,0,829,2eeeef,fffc07c100
2825,2825,0,82a,570a3d,0003c10e00
2826,2826,0,82b,6b851e,000cc8a400
2827,2827,0,82c,717e4a,00171af600
2828,2828,0,82d,6d3a06,0022a7a500
2829,2829,0,82e,6740da,002f414d00
2830,2830,0,82f,50369c,003c679400
2831,2831,0,830,428f5c,004934e700
2832,2832,0,831,34e81b,00545f2a00
2833,2833,0,832,258bf2,0050fd8400
2834,2834,0,833,1a740d,0047491f00
2835,2835,0,834,0a3d71,003f87b300
2836,2836,0,835,028f5c,003a22ed00
2837,2837,0,836,eb851f,00365f7500
2838,2838,0,837,e2fc96,0032d19000
2839,2839,0,838,e2fc96,002dd48100
2840,2840,0,839,db4e82,0026118e00
2841,2841,0,83a,d8bf26,001ae04e00
2842,2842,0,83b,db4e82,000c79ee00
2843,2843,0,83c,e22222,fffbff6d00
2844,2844,0,83d,e81b4f,ffeb3d6b00
2845,2845,0,83e,f69d03,ffdc576300
2846,2846,0,83f,fae148,ffd1513700
2847,2847,0,840,000000,ffcbac8c00
2848,2848,0,841,fbbbbc,ffcc063700
2849,2849,0,842,eeeeef,ffd1ecd700
2850,2850,0,843,e9d037,ffdbe9fc00
2851,2851,0,844,e740db,ffe7c7f900
2852,2852,0,845,eaaaab,fff3108300
2853,2853,0,846,e8f5c3,fffb8f6500
2854,2854,0,847,ec5f93,ffffd7ca00
2855,2855,0,848,f0a3d7,ffff8b6600
2856,2856,0,849,f5c28f,fffb670c00
2857,2857,0,84a,ff258c,fff5058500
2858,2858,0,84b,ff258c,ffee6b8500
2859,2859,0,84c,f851ec,ffe9819700
2860,2860,0,84d,e8f5c3,ffe78d4900
2861,2861,0,84e,e66667,ffe8ec8200
2862,2862,0,84f,e9d037,ffed06b300
2863,2863,0,850,e740db,fff287f300
2864,2864,0,851,f17e4b,fff7d43700
2865,2865,0,852,f851ec,fffb805800
2866,2866,0,853,f851ec,fffcbc3600
2867,2867,0,854,fd70a4,fffb7d3500
2868,2868,0,855,fe4b18,fff86de900
2869,2869,0,856,f851ec,fff4abcc00
2870,2870,0,857,efc963,fff1621a00
2871,2871,0,858,e9d037,ffef716100
2872,2872,0,859,eb851f,ffef397500
2873,2873,0,85a,ee147b,fff08c4a00
2874,2874,0,85b,f851ec,fff2d7cf00
2875,2875,0,85c,000000,fff5620b00
2876,2876,0,85d,fe4b18,fff78aac00
2877,2877,0,85e,fc9630,fff8f43e00
2878,2878,0,85f,fbbbbc,fff98f6100
2879,2879,0,860,f77778,fff98a1300
2880,2880,0,861,f33333,fff92ce000
2881,2881,0,862,ee147b,fff8b70200
2882,2882,0,863,eb851f,fff84b2300
2883,2883,0,864,eb851f,fff7e7fb00
2884,2884,0,865,f5c28f,fff77af300
2885,2885,0,866,fae148,fff6f04500
2886,2886,0,867,00da74,fff64e6800
2887,2887,0,868,fe4b18,fff5b3dc00
2888,2888,0,869,01b4e8,fff55bda00
2889,2889,0,86a,fbbbbc,fff57c8400
2890,2890,0,86b,f851ec,fff637c900
2891,2891,0,86c,f258bf,fff77de800
2892,2892,0,86d,efc963,fff9132100
2893,2893,0,86e,f17e4b,fffa9a0900
2894,2894,0,86f,00da74,fffbbcd200
2895,2895,0,870,028f5c,fffc429c00
2896,2896,0,871,01b4e8,fffc2b6600
2897,2897,0,872,028f5c,fffba90400
2898,2898,0,873,fae148,fffb0c3700
2899,2899,0,874,f40da7,fffaa18900
2900,2900,0,875,f5c28f,fffa935f00
2901,2901,0,876,f4e81b,fffade1200
2902,2902,0,877,f851ec,fffb5b2d00
2903,2903,0,878,f77778,fffbcdf400
2904,2904,0,879,fd70a4,fffc078f00
2905,2905,0,87a,088888,fffbfa3900
2906,2906,0,87b,0a3d71,fffbc13c00
2907,2907,0,87c,0b17e5,fffb9ae400
2908,2908,0,87d,088888,fffbcf4700
2909,2909,0,87e,000000,fffc95f600
2910,2910,0,87f,fc9630,fffdfc8c00
2911,2911,0,880,fae148,ffffd93c00
2912,2912,0,881,f77778,0001d39000
2913,2913,0,882,f77778,00037a9300
2914,2914,0,883,0a3d71,0004750900
2915,2915,0,884,111111,00049bd300
2916,2916,0,885,11eb85,0004118500
2917,2917,0,886,0e81b5,00032eec00
2918,2918,0,887,111111,000273d300
2919,2919,0,888,07ae14,0002503c00
2920,2920,0,889,044444,000305c100
2921,2921,0,88a,044444,00048c0b00
2922,2922,0,88b,044444,00069d5600
2923,2923,0,88c,0ccccd,0008d0f500
2924,2924,0,88d,170a3d,000ac12b00
2925,2925,0,88e,2147ae,000c351700
2926,2926,0,88f,162fc9,000d212400
2927,2927,0,890,1c28f6,000db47100
2928,2928,0,891,1f92c6,000e36ea00
2929,2929,0,892,147ae1,000ef1fb00
2930,2930,0,893,0f5c29,00100d6600
2931,2931,0,894,10369d,001183f400
2932,2932,0,895,0e81b5,0013290f00
2933,2933,0,896,147ae1,0014b87500
2934,2934,0,897,1f92c6,0015f0b200
2935,2935,0,898,258bf2,0016b03b00
2936,2936,0,899,29d036,001703ef00
2937,2937,0,89a,23d70a,00171bf800
2938,2938,0,89b,222222,0017409d00
2939,2939,0,89c,1b4e81,0017ac9a00
2940,2940,0,89d,170a3d,00187c9e00
2941,2941,0,89e,162fc9,00199f2600
2942,2942,0,89f,13a06d,001adbf700
2943,2943,0,8a0,12c5f9,001be4f000
2944,2944,0,8a1,1b4e81,001c722300
2945,2945,0,8a2,1eb852,001c55e400
2946,2946,0,8a3,1f92c6,001b8d6e00
2947,2947,0,8a4,22fc96,001a411800
2948,2948,0,8a5,1d036a,0018b77e00
2949,2949,0,8a6,147ae1,0017407700
2950,2950,0,8a7,0a3d71,001613d100
2951,2951,0,8a8,0b17e5,0015493d00
2952,2952,0,8a9,088888,0014cb1000
2953,2953,0,8aa,0bf259,001468e500
2954,2954,0,8ab,17e4b1,0013eccf00
2955,2955,0,8ac,170a3d,0013306e00
2956,2956,0,8ad,147ae1,00122c4f00
2957,2957,0,8ae,0da741,0010ecaa00
2958,2958,0,8af,0f5c29,000f944c00
2959,2959,0,8b0,fd70a4,000e36c000
2960,2960,0,8b1,f69d03,000cd95500
2961,2961,0,8b2,f40da7,000b620700
2962,2962,0,8b3,fc9630,0009b68900
2963,2963,0,8b4,efc963,0007afbe00
2964,2964,0,8b5,fe4b18,0005468700
2965,2965,0,8b6,07ae14,00028c9f00
2966,2966,0,8b7,088888,ffffc2c800
2967,2967,0,8b8,044444,fffd38de00
2968,2968,0,8b9,f92c60,fffb3ae500
2969,2969,0,8ba,efc963,fff9f82500
2970,2970,0,8bb,ec5f93,fff96def00
2971,2971,0,8bc,eb851f,fff966db00
2972,2972,0,8bd,f33333,fff9921b00
2973,2973,0,8be,f258bf,fff9984600
2974,2974,0,8bf,fa06d4,fff9437200
2975,2975,0,8c0,f851ec,fff87fb100
2976,2976,0,8c1,fbbbbc,fff7697800
2977,2977,0,8c2,f258bf,fff62b0900
2978,2978,0,8c3,f5c28f,fff4fde500
2979,2979,0,8c4,ed3a07,fff405ac00
2980,2980,0,8c5,e9d037,fff3582900
2981,2981,0,8c6,e8f5c3,fff2ee1900
2982,2982,0,8c7,e9d037,fff2b37300
2983,2983,0,8c8,e66667,fff285ff00
2984,2984,0,8c9,f5c28f,fff24e1e00
2985,2985,0,8ca,fc9630,fff1ff7600
2986,2986,0,8cb,fc9630,fff1a78d00
2987,2987,0,8cc,f69d03,fff15cb300
2988,2988,0,8cd,f4e81b,fff13f0000
2989,2989,0,8ce,eb851f,fff1611500
2990,2990,0,8cf,e9d037,fff1c49b00
2991,2991,0,8d0,eb851f,fff2527800
2992,2992,0,8d1,e58bf3,fff2e26f00
2993,2993,0,8d2,eaaaab,fff34a7d00
2994,2994,0,8d3,f77778,fff36d0e00
2995,2995,0,8d4,fe4b18,fff348d500
2996,2996,0,8d5,f69d03,fff2ef6a00
2997,2997,0,8d6,f77778,fff285e800
2998,2998,0,8d7,f258bf,fff2312900
2999,2999,0,8d8,ec5f93,fff20ec800
3000,3000,0,8d9,e81b4f,fff2219900
3001,3001,0,8da,e22222,fff252c600
3002,3002,0,8db,e147ae,fff279e500
3003,3003,0,8dc,ed3a07,fff26ef400
3004,3004,0,8dd,f851ec,fff21bbe00
3005,3005,0,8de,fae148,fff1870300
3006,3006,0,8df,f4e81b,fff0ce5c00
3007,3007,0,8e0,efc963,fff01d8b00
3008,3008,0,8e1,f17e4b,ffefa0bf00
3009,3009,0,8e2,eb851f,ffef6f9600
3010,3010,0,8e3,e740db,ffef897300
3011,3011,0,8e4,e9d037,ffefd8db00
3012,3012,0,8e5,eeeeef,fff0450800
3013,3013,0,8e6,efc963,fff0b7f300
3014,3014,0,8e7,f0a3d7,fff1220a00
3015,3015,0,8e8,f69d03,fff17d3b00
3016,3016,0,8e9,fae148,fff1cbe500
3017,3017,0,8ea,fbbbbc,fff216c400
3018,3018,0,8eb,f851ec,fff2681100
3019,3019,0,8ec,e9d037,fff2c24c00
3020,3020,0,8ed,e740db,fff323ae00
3021,3021,0,8ee,e3d70a,fff3799f00
3022,3022,0,8ef,eb851f,fff3b1e400
3023,3023,0,8f0,f4e81b,fff3ba8a00
3024,3024,0,8f1,fe4b18,fff397dc00
3025,3025,0,8f2,fd70a4,fff3607000
3026,3026,0,8f3,f92c60,fff3395400
3027,3027,0,8f4,f92c60,fff3471f00
3028,3028,0,8f5,f5c28f,fff39e3800
3029,3029,0,8f6,f0a3d7,fff43a5b00
3030,3030,0,8f7,efc963,fff5008c00
3031,3031,0,8f8,eeeeef,fff5cb0100
3032,3032,0,8f9,ee147b,fff6759400
