Sample in Buffer,Sample in Window,TRIGGER,addr_wire[11:0],douta_wire[23:0],filtered_ecg_wire[39:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX
3150,3150,0,657,fe4b18,fff82e0800
3151,3151,0,658,ff258c,fff6928300
3152,3152,0,659,044444,fff4b43a00
3153,3153,0,65a,028f5c,fff30f7600
3154,3154,0,65b,fbbbbc,fff21bf000
3155,3155,0,65c,e81b4f,fff2150d00
3156,3156,0,65d,eb851f,fff2f7fe00
3157,3157,0,65e,f0a3d7,fff47f7300
3158,3158,0,65f,ed3a07,fff642db00
3159,3159,0,660,f17e4b,fff7d23400
3160,3160,0,661,f77778,fff8d72300
3161,3161,0,662,fe4b18,fff92ee000
3162,3162,0,663,051eb8,fff8e8dd00
3163,3163,0,664,028f5c,fff83b2500
3164,3164,0,665,00da74,fff7763600
3165,3165,0,666,f0a3d7,fff6e05000
3166,3166,0,667,e81b4f,fff6a93a00
3167,3167,0,668,e8f5c3,fff6d5ea00
3168,3168,0,669,efc963,fff74c4b00
3169,3169,0,66a,ed3a07,fff7d48000
3170,3170,0,66b,fa06d4,fff83aca00
3171,3171,0,66c,0369d0,fff85bc300
3172,3172,0,66d,044444,fff8373100
3173,3173,0,66e,fc9630,fff7dfa900
3174,3174,0,66f,fe4b18,fff77c2d00
3175,3175,0,670,f33333,fff72eda00
3176,3176,0,671,f258bf,fff716f500
3177,3177,0,672,f17e4b,fff73d5300
3178,3178,0,673,f33333,fff7a2f700
3179,3179,0,674,f4e81b,fff83a8200
3180,3180,0,675,0369d0,fff8f97f00
3181,3181,0,676,fc9630,fff9c83500
3182,3182,0,677,fd70a4,fffa90a700
3183,3183,0,678,0369d0,fffb355700
3184,3184,0,679,051eb8,fffba5f000
3185,3185,0,67a,fd70a4,fffbdbcc00
3186,3186,0,67b,fa06d4,fffbe36100
3187,3187,0,67c,f92c60,fffbdbe500
3188,3188,0,67d,f851ec,fffbf01d00
3189,3189,0,67e,ff258c,fffc489e00
3190,3190,0,67f,06d3a0,fffcfeba00
3191,3191,0,680,0ccccd,fffe194100
3192,3192,0,681,05f92c,ffff7eff00
3193,3193,0,682,05f92c,0001027500
3194,3194,0,683,00da74,000261ba00
3195,3195,0,684,f5c28f,0003576800
3196,3196,0,685,f33333,0003a81f00
3197,3197,0,686,f0a3d7,0003314200
3198,3198,0,687,f0a3d7,0001f7b500
3199,3199,0,688,fa06d4,0000289400
3200,3200,0,689,ff258c,fffe0fc300
3201,3201,0,68a,028f5c,fffc0a3000
3202,3202,0,68b,01b4e8,fffa693600
3203,3203,0,68c,eeeeef,fff9534800
3204,3204,0,68d,e740db,fff8bb7100
3205,3205,0,68e,f0a3d7,fff8680000
3206,3206,0,68f,ec5f93,fff8088b00
3207,3207,0,690,e58bf3,fff753f400
3208,3208,0,691,e740db,fff61ff900
3209,3209,0,692,eeeeef,fff478d100
3210,3210,0,693,00da74,fff2a35600
3211,3211,0,694,fc9630,fff0f80f00
3212,3212,0,695,fae148,ffefd4b000
3213,3213,0,696,fae148,ffef77ad00
3214,3214,0,697,ed3a07,ffefee6900
3215,3215,0,698,e66667,fff10c7800
3216,3216,0,699,e66667,fff273ce00
3217,3217,0,69a,e147ae,fff3b2b700
3218,3218,0,69b,eaaaab,fff46aba00
3219,3219,0,69c,f33333,fff466f900
3220,3220,0,69d,fc9630,fff3b76800
3221,3221,0,69e,fd70a4,fff29ec700
3222,3222,0,69f,fd70a4,fff182cc00
3223,3223,0,6a0,fc9630,fff0c8ce00
3224,3224,0,6a1,f69d03,fff0b86900
3225,3225,0,6a2,e81b4f,fff15f9600
3226,3226,0,6a3,d9999a,fff28a3d00
3227,3227,0,6a4,e66667,fff3df1800
3228,3228,0,6a5,ed3a07,fff4f4a400
3229,3229,0,6a6,f258bf,fff57c4400
3230,3230,0,6a7,f4e81b,fff54d9800
3231,3231,0,6a8,f69d03,fff478fd00
3232,3232,0,6a9,f77778,fff3397700
3233,3233,0,6aa,fae148,fff1e17000
3234,3234,0,6ab,ec5f93,fff0b66600
3235,3235,0,6ac,e740db,ffefea8000
3236,3236,0,6ad,e81b4f,ffef8e0f00
3237,3237,0,6ae,e9d037,ffef9cb500
3238,3238,0,6af,e81b4f,ffeffab700
3239,3239,0,6b0,f69d03,fff08d0000
3240,3240,0,6b1,f258bf,fff1319c00
3241,3241,0,6b2,fbbbbc,fff1d92100
3242,3242,0,6b3,fa06d4,fff26d8600
3243,3243,0,6b4,eaaaab,fff2da2e00
3244,3244,0,6b5,eb851f,fff3084a00
3245,3245,0,6b6,e740db,fff2deac00
3246,3246,0,6b7,e66667,fff256d400
3247,3247,0,6b8,e66667,fff177d700
3248,3248,0,6b9,e66667,fff060f900
3249,3249,0,6ba,ee147b,ffef45d200
3250,3250,0,6bb,f69d03,ffee60ba00
3251,3251,0,6bc,f40da7,ffeddeb700
3252,3252,0,6bd,ec5f93,ffedcc9800
3253,3253,0,6be,f0a3d7,ffee186800
3254,3254,0,6bf,e9d037,ffee906000
3255,3255,0,6c0,f33333,ffef075300
3256,3256,0,6c1,fae148,ffef609100
3257,3257,0,6c2,051eb8,ffefb84100
3258,3258,0,6c3,0ccccd,fff05b3200
3259,3259,0,6c4,22fc96,fff1c91b00
3260,3260,0,6c5,3258bf,fff48ce400
3261,3261,0,6c6,41b4e8,fff922bb00
3262,3262,0,6c7,4bf258,ffffcd9300
3263,3263,0,6c8,599999,000892f700
3264,3264,0,6c9,4e81b4,00132c8c00
3265,3265,0,6ca,4ccccc,001f116400
3266,3266,0,6cb,45f92c,002b6dc100
3267,3267,0,6cc,3f258b,003736ee00
3268,3268,0,6cd,3bbbbb,00413df100
3269,3269,0,6ce,3a06d3,0048619600
3270,3270,0,6cf,28f5c2,004bbb9500
3271,3271,0,6d0,23d70a,004ae89300
3272,3272,0,6d1,0e81b5,00461a0000
3273,3273,0,6d2,fbbbbc,003e1ed400
3274,3274,0,6d3,e22222,003413c100
3275,3275,0,6d4,d9999a,0029249900
3276,3276,0,6d5,d1eb85,001e2c3b00
3277,3277,0,6d6,d1eb85,0013916500
3278,3278,0,6d7,d7e4b2,000942ee00
3279,3279,0,6d8,e81b4f,fffefc4b00
3280,3280,0,6d9,f40da7,fff493af00
3281,3281,0,6da,fa06d4,ffea464600
3282,3282,0,6db,f5c28f,ffe0ce4e00
3283,3283,0,6dc,fae148,ffd9533c00
3284,3284,0,6dd,ed3a07,ffd504c900
3285,3285,0,6de,ee147b,ffd4c1e700
3286,3286,0,6df,eeeeef,ffd8a9ca00
3287,3287,0,6e0,f17e4b,ffe0038a00
3288,3288,0,6e1,efc963,ffe947cd00
3289,3289,0,6e2,f5c28f,fff2847600
3290,3290,0,6e3,fae148,fff9d86300
3291,3291,0,6e4,fbbbbc,fffdf5de00
3292,3292,0,6e5,fa06d4,fffe74cd00
3293,3293,0,6e6,ff258c,fffbef2700
3294,3294,0,6e7,fa06d4,fff7c45b00
3295,3295,0,6e8,e740db,fff39fa000
3296,3296,0,6e9,e58bf3,fff0f18200
3297,3297,0,6ea,e8f5c3,fff07d0d00
3298,3298,0,6eb,f33333,fff2330600
3299,3299,0,6ec,fc9630,fff5454200
3300,3300,0,6ed,028f5c,fff8895500
3301,3301,0,6ee,fd70a4,fffae47700
3302,3302,0,6ef,fa06d4,fffbada200
3303,3303,0,6f0,fd70a4,fffadc3700
3304,3304,0,6f1,f258bf,fff8f35000
3305,3305,0,6f2,ee147b,fff6c9e700
3306,3306,0,6f3,ed3a07,fff52e9b00
3307,3307,0,6f4,ed3a07,fff4a55800
3308,3308,0,6f5,efc963,fff5375a00
3309,3309,0,6f6,044444,fff6891400
3310,3310,0,6f7,06d3a0,fff8020800
3311,3311,0,6f8,07ae14,fff91d7200
3312,3312,0,6f9,fe4b18,fff98ee000
3313,3313,0,6fa,ff258c,fff96ef500
3314,3314,0,6fb,eeeeef,fff910be00
3315,3315,0,6fc,f40da7,fff8ebf800
3316,3316,0,6fd,f17e4b,fff94fd700
3317,3317,0,6fe,f5c28f,fffa556000
3318,3318,0,6ff,f258bf,fffbba6400
3319,3319,0,700,ff258c,fffd0e7e00
3320,3320,0,701,05f92c,fffdd22400
3321,3321,0,702,088888,fffdb7aa00
3322,3322,0,703,01b4e8,fffcba8200
3323,3323,0,704,fa06d4,fffb2dd200
3324,3324,0,705,efc963,fff998da00
3325,3325,0,706,f258bf,fff88cbe00
3326,3326,0,707,efc963,fff863e400
3327,3327,0,708,f851ec,fff92e7e00
3328,3328,0,709,fa06d4,fffa9fff00
3329,3329,0,70a,051eb8,fffc3dcc00
3330,3330,0,70b,0a3d71,fffd813b00
3331,3331,0,70c,044444,fffe0cda00
3332,3332,0,70d,051eb8,fffdcd6700
3333,3333,0,70e,028f5c,fffcfeb000
3334,3334,0,70f,f40da7,fffc117e00
3335,3335,0,710,f17e4b,fffb7fc000
3336,3336,0,711,fa06d4,fffba0ab00
3337,3337,0,712,fc9630,fffc8afd00
3338,3338,0,713,fc9630,fffe07f700
3339,3339,0,714,0369d0,ffffa8a200
3340,3340,0,715,10369d,0000f7cc00
3341,3341,0,716,12c5f9,0001a47000
3342,3342,0,717,0bf259,00019fb700
3343,3343,0,718,0369d0,0001214800
3344,3344,0,719,ff258c,000095bc00
3345,3345,0,71a,fd70a4,000072ea00
3346,3346,0,71b,ff258c,00010a4800
3347,3347,0,71c,00da74,0002676f00
3348,3348,0,71d,07ae14,00044f6f00
3349,3349,0,71e,111111,0006564000
3350,3350,0,71f,0e81b5,0007ffa700
3351,3351,0,720,111111,0008ef3900
3352,3352,0,721,170a3d,0009091400
3353,3353,0,722,0ccccd,00087b0b00
3354,3354,0,723,000000,0007a82b00
3355,3355,0,724,044444,000707f300
3356,3356,0,725,ff258c,0006f51000
3357,3357,0,726,088888,000798f700
3358,3358,0,727,11eb85,0008d38b00
3359,3359,0,728,1b4e81,000a5cfd00
3360,3360,0,729,1dddde,000bdb6600
3361,3361,0,72a,206d3a,000d0ded00
3362,3362,0,72b,1d036a,000de02f00
3363,3363,0,72c,199999,000e741f00
3364,3364,0,72d,13a06d,000f0c8700
3365,3365,0,72e,11eb85,000ff55400
3366,3366,0,72f,0da741,00115ba200
3367,3367,0,730,170a3d,001341d700
3368,3368,0,731,23d70a,0015788700
3369,3369,0,732,29d036,0017b38100
3370,3370,0,733,2740da,00199e0200
3371,3371,0,734,266666,001afac600
3372,3372,0,735,258bf2,001bb7b400
3373,3373,0,736,18bf25,001be9cb00
3374,3374,0,737,199999,001bca0a00
3375,3375,0,738,1d036a,001b9d9d00
3376,3376,0,739,1c28f6,001ba73400
3377,3377,0,73a,17e4b1,001c06c900
3378,3378,0,73b,23d70a,001cba5b00
3379,3379,0,73c,266666,001d975d00
3380,3380,0,73d,23d70a,001e5e1800
3381,3381,0,73e,1f92c6,001ec4bb00
3382,3382,0,73f,24b17e,001e9fcb00
3383,3383,0,740,1f92c6,001deb6d00
3384,3384,0,741,199999,001cd36300
3385,3385,0,742,147ae1,001b9d2300
3386,3386,0,743,13a06d,001a95c700
3387,3387,0,744,155555,0019f18500
3388,3388,0,745,1a740d,0019b9e500
3389,3389,0,746,1a740d,0019c6d300
3390,3390,0,747,18bf25,0019cf3000
3391,3391,0,748,17e4b1,001981a900
3392,3392,0,749,17e4b1,0018a58e00
3393,3393,0,74a,111111,00172ba900
3394,3394,0,74b,05f92c,001530cd00
3395,3395,0,74c,00da74,0012f1b800
3396,3396,0,74d,fc9630,0010b00f00
3397,3397,0,74e,00da74,000e9e0e00
3398,3398,0,74f,0da741,000cd17900
3399,3399,0,750,10369d,000b43c500
3400,3400,0,751,111111,0009e2b000
3401,3401,0,752,0ccccd,000898e900
3402,3402,0,753,0a3d71,0007625f00
3403,3403,0,754,fc9630,0006409e00
3404,3404,0,755,f5c28f,00053c3e00
3405,3405,0,756,f69d03,0004587000
3406,3406,0,757,f33333,00038de600
3407,3407,0,758,f5c28f,0002c86f00
3408,3408,0,759,f5c28f,0001e25500
3409,3409,0,75a,fe4b18,0000ba4200
3410,3410,0,75b,fa06d4,ffff2fd400
3411,3411,0,75c,fe4b18,fffd404e00
3412,3412,0,75d,028f5c,fffb087500
3413,3413,0,75e,f258bf,fff8c2ec00
3414,3414,0,75f,ed3a07,fff6be6100
3415,3415,0,760,e4b17f,fff538ca00
3416,3416,0,761,ec5f93,fff45ed200
3417,3417,0,762,ed3a07,fff427b100
3418,3418,0,763,f92c60,fff46c8300
3419,3419,0,764,ff258c,fff4ea7c00
3420,3420,0,765,fd70a4,fff562d900
3421,3421,0,766,fc9630,fff5a7e000
3422,3422,0,767,fd70a4,fff5ace900
3423,3423,0,768,f33333,fff5815a00
3424,3424,0,769,eaaaab,fff5471400
3425,3425,0,76a,e58bf3,fff51d4300
3426,3426,0,76b,e58bf3,fff5162b00
3427,3427,0,76c,eaaaab,fff52aed00
3428,3428,0,76d,fae148,fff5469c00
3429,3429,0,76e,fae148,fff5484700
3430,3430,0,76f,f4e81b,fff514b900
3431,3431,0,770,fc9630,fff4a34500
3432,3432,0,771,00da74,fff408bd00
3433,3433,0,772,ee147b,fff368f000
3434,3434,0,773,ec5f93,fff2f2ea00
3435,3435,0,774,eeeeef,fff2ce8500
3436,3436,0,775,f0a3d7,fff31be400
3437,3437,0,776,eeeeef,fff3d84400
3438,3438,0,777,f0a3d7,fff4df8200
3439,3439,0,778,fd70a4,fff5fb3800
3440,3440,0,779,f92c60,fff6e61a00
3441,3441,0,77a,fbbbbc,fff76a5700
3442,3442,0,77b,f4e81b,fff7620f00
3443,3443,0,77c,ed3a07,fff6cfba00
3444,3444,0,77d,ee147b,fff5d6eb00
3445,3445,0,77e,eaaaab,fff4b1dc00
3446,3446,0,77f,eb851f,fff3a4df00
3447,3447,0,780,f258bf,fff2e98d00
3448,3448,0,781,f258bf,fff29f7900
3449,3449,0,782,f77778,fff2c81800
3450,3450,0,783,028f5c,fff34a7d00
3451,3451,0,784,000000,fff3fec700
3452,3452,0,785,000000,fff4c40700
3453,3453,0,786,eb851f,fff575d100
3454,3454,0,787,e9d037,fff6067900
3455,3455,0,788,ed3a07,fff66c0f00
3456,3456,0,789,e9d037,fff6a4df00
3457,3457,0,78a,ec5f93,fff6ac6900
3458,3458,0,78b,00da74,fff68a5200
3459,3459,0,78c,ff258c,fff64b1400
3460,3460,0,78d,f77778,fff6012300
3461,3461,0,78e,ff258c,fff5bee000
3462,3462,0,78f,ff258c,fff5999300
3463,3463,0,790,eeeeef,fff59e1800
3464,3464,0,791,ed3a07,fff5cefa00
3465,3465,0,792,eeeeef,fff624cd00
3466,3466,0,793,ec5f93,fff693e500
3467,3467,0,794,f258bf,fff708de00
3468,3468,0,795,01b4e8,fff7748200
3469,3469,0,796,f92c60,fff7c4ea00
3470,3470,0,797,01b4e8,fff7f84100
3471,3471,0,798,044444,fff80dd500
3472,3472,0,799,fe4b18,fff8178d00
3473,3473,0,79a,e81b4f,fff8195a00
3474,3474,0,79b,e740db,fff8163e00
3475,3475,0,79c,eeeeef,fff8093200
3476,3476,0,79d,ee147b,fff7eb0100
3477,3477,0,79e,ee147b,fff7ae5300
3478,3478,0,79f,ff258c,fff7530400
3479,3479,0,7a0,028f5c,fff6e5e900
3480,3480,0,7a1,01b4e8,fff6833b00
3481,3481,0,7a2,f92c60,fff63e4200
3482,3482,0,7a3,f17e4b,fff6232800
3483,3483,0,7a4,f0a3d7,fff62f9100
3484,3484,0,7a5,ed3a07,fff6522600
3485,3485,0,7a6,ec5f93,fff674ae00
3486,3486,0,7a7,e8f5c3,fff67de900
3487,3487,0,7a8,efc963,fff6619800
3488,3488,0,7a9,f92c60,fff61e3d00
3489,3489,0,7aa,fe4b18,fff5bf3000
3490,3490,0,7ab,f92c60,fff5502500
3491,3491,0,7ac,f4e81b,fff4dc5600
3492,3492,0,7ad,f17e4b,fff469f600
3493,3493,0,7ae,eb851f,fff3f9e700
3494,3494,0,7af,eb851f,fff38bda00
3495,3495,0,7b0,ec5f93,fff3221e00
3496,3496,0,7b1,f17e4b,fff2cc6d00
3497,3497,0,7b2,f5c28f,fff2a1cc00
3498,3498,0,7b3,fc9630,fff2be8600
3499,3499,0,7b4,ff258c,fff3350800
3500,3500,0,7b5,fc9630,fff404d200
3501,3501,0,7b6,fe4b18,fff5192000
3502,3502,0,7b7,f69d03,fff6473c00
3503,3503,0,7b8,ed3a07,fff75b7b00
3504,3504,0,7b9,eb851f,fff8238300
3505,3505,0,7ba,eb851f,fff87d7300
3506,3506,0,7bb,eaaaab,fff85d8a00
3507,3507,0,7bc,e9d037,fff7c8f700
3508,3508,0,7bd,f77778,fff6dc4300
3509,3509,0,7be,fd70a4,fff5bed900
3510,3510,0,7bf,00da74,fff4a42600
3511,3511,0,7c0,fbbbbc,fff3b88400
3512,3512,0,7c1,efc963,fff31d0c00
3513,3513,0,7c2,e8f5c3,fff2ddd400
3514,3514,0,7c3,e81b4f,fff2ef0f00
3515,3515,0,7c4,e740db,fff330db00
3516,3516,0,7c5,eb851f,fff37b5c00
3517,3517,0,7c6,f40da7,fff3adc100
3518,3518,0,7c7,f92c60,fff3b9a100
3519,3519,0,7c8,00da74,fff3a8fd00
3520,3520,0,7c9,fc9630,fff38fc500
3521,3521,0,7ca,00da74,fff390c400
3522,3522,0,7cb,f33333,fff3be9e00
3523,3523,0,7cc,e2fc96,fff41af800
3524,3524,0,7cd,e8f5c3,fff4927f00
3525,3525,0,7ce,eaaaab,fff5035600
3526,3526,0,7cf,f33333,fff554c900
3527,3527,0,7d0,fc9630,fff57a5200
3528,3528,0,7d1,028f5c,fff5862300
3529,3529,0,7d2,000000,fff59b1e00
3530,3530,0,7d3,fbbbbc,fff5dbf300
3531,3531,0,7d4,000000,fff65f3e00
3532,3532,0,7d5,f92c60,fff7204600
3533,3533,0,7d6,f0a3d7,fff8041500
3534,3534,0,7d7,eeeeef,fff8e06800
3535,3535,0,7d8,eeeeef,fff98eba00
3536,3536,0,7d9,f40da7,fff9f91800
3537,3537,0,7da,f851ec,fffa19c100
3538,3538,0,7db,00da74,fffa018b00
3539,3539,0,7dc,088888,fff9d10700
3540,3540,0,7dd,06d3a0,fff9aef900
3541,3541,0,7de,0bf259,fff9c68100
3542,3542,0,7df,f69d03,fffa280000
3543,3543,0,7e0,e58bf3,fffacaf100
3544,3544,0,7e1,efc963,fffb8a8000
3545,3545,0,7e2,f33333,fffc332200
3546,3546,0,7e3,f4e81b,fffc963b00
3547,3547,0,7e4,fa06d4,fffc929300
3548,3548,0,7e5,044444,fffc2df300
3549,3549,0,7e6,051eb8,fffb8b7a00
3550,3550,0,7e7,fd70a4,fffad86700
3551,3551,0,7e8,f0a3d7,fffa315f00
3552,3552,0,7e9,ec5f93,fff99caa00
3553,3553,0,7ea,ee147b,fff90a0d00
3554,3554,0,7eb,ec5f93,fff85ec400
3555,3555,0,7ec,e740db,fff7823d00
3556,3556,0,7ed,e8f5c3,fff66d8500
3557,3557,0,7ee,f69d03,fff5369700
3558,3558,0,7ef,fa06d4,fff4039200
3559,3559,0,7f0,fa06d4,fff2ffb900
3560,3560,0,7f1,f69d03,fff246af00
3561,3561,0,7f2,f5c28f,fff1e59400
3562,3562,0,7f3,ee147b,fff1d04f00
3563,3563,0,7f4,ec5f93,fff1edd300
3564,3564,0,7f5,e740db,fff21a6800
3565,3565,0,7f6,e81b4f,fff23cba00
3566,3566,0,7f7,ec5f93,fff2469200
3567,3567,0,7f8,f92c60,fff2416f00
3568,3568,0,7f9,f77778,fff23c9f00
3569,3569,0,7fa,f92c60,fff24dbc00
3570,3570,0,7fb,f851ec,fff27cda00
3571,3571,0,7fc,f5c28f,fff2c8e300
3572,3572,0,7fd,eb851f,fff31baf00
3573,3573,0,7fe,e8f5c3,fff358b400
3574,3574,0,7ff,e66667,fff362d200
3575,3575,0,800,e58bf3,fff32baf00
3576,3576,0,801,e2fc96,fff2ae4400
3577,3577,0,802,f4e81b,fff1ffb700
3578,3578,0,803,e9d037,fff12ee200
3579,3579,0,804,f69d03,fff05cbd00
3580,3580,0,805,f77778,ffef96df00
3581,3581,0,806,efc963,ffeeef7d00
3582,3582,0,807,e22222,ffee61b000
3583,3583,0,808,e3d70a,ffede6cc00
3584,3584,0,809,e81b4f,ffed78ad00
3585,3585,0,80a,e58bf3,ffed17eb00
3586,3586,0,80b,e8f5c3,ffeccd0c00
3587,3587,0,80c,f17e4b,ffecaa3400
3588,3588,0,80d,f17e4b,ffecc20000
3589,3589,0,80e,f851ec,ffed217f00
3590,3590,0,80f,f5c28f,ffedbf3e00
3591,3591,0,810,f40da7,ffee87fc00
3592,3592,0,811,e8f5c3,ffef54b400
3593,3593,0,812,e3d70a,ffeffed700
3594,3594,0,813,e147ae,fff061f200
3595,3595,0,814,e58bf3,fff06d9500
3596,3596,0,815,e740db,fff021bf00
3597,3597,0,816,efc963,ffef974000
3598,3598,0,817,f0a3d7,ffeeef9600
3599,3599,0,818,f5c28f,ffee552800
3600,3600,0,819,f77778,ffede83a00
3601,3601,0,81a,ed3a07,ffedb7ac00
3602,3602,0,81b,e4b17f,ffedbbe600
3603,3603,0,81c,e2fc96,ffeddb9800
3604,3604,0,81d,df92c6,ffedf56000
3605,3605,0,81e,da740e,ffede52d00
3606,3606,0,81f,e147ae,ffed916e00
3607,3607,0,820,eaaaab,ffecf32e00
3608,3608,0,821,f40da7,ffec1e5700
3609,3609,0,822,ff258c,ffeb3ff400
3610,3610,0,823,044444,ffea9aeb00
3611,3611,0,824,0ccccd,ffea87f400
3612,3612,0,825,05f92c,ffeb5a4800
3613,3613,0,826,0bf259,ffed5f4e00
3614,3614,0,827,18bf25,fff0c98200
3615,3615,0,828,206d3a,fff5af8100
3616,3616,0,829,2eeeef,fffc07c100
3617,3617,0,82a,570a3d,0003c10e00
3618,3618,0,82b,6b851e,000cc8a400
3619,3619,0,82c,717e4a,00171af600
3620,3620,0,82d,6d3a06,0022a7a500
3621,3621,0,82e,6740da,002f414d00
3622,3622,0,82f,50369c,003c679400
3623,3623,0,830,428f5c,004934e700
3624,3624,0,831,34e81b,00545f2a00
3625,3625,0,832,258bf2,0050fd8400
3626,3626,0,833,1a740d,0047491f00
3627,3627,0,834,0a3d71,003f87b300
3628,3628,0,835,028f5c,003a22ed00
3629,3629,0,836,eb851f,00365f7500
3630,3630,0,837,e2fc96,0032d19000
3631,3631,0,838,e2fc96,002dd48100
3632,3632,0,839,db4e82,0026118e00
3633,3633,0,83a,d8bf26,001ae04e00
3634,3634,0,83b,db4e82,000c79ee00
3635,3635,0,83c,e22222,fffbff6d00
3636,3636,0,83d,e81b4f,ffeb3d6b00
3637,3637,0,83e,f69d03,ffdc576300
3638,3638,0,83f,fae148,ffd1513700
3639,3639,0,840,000000,ffcbac8c00
3640,3640,0,841,fbbbbc,ffcc063700
3641,3641,0,842,eeeeef,ffd1ecd700
3642,3642,0,843,e9d037,ffdbe9fc00
3643,3643,0,844,e740db,ffe7c7f900
3644,3644,0,845,eaaaab,fff3108300
3645,3645,0,846,e8f5c3,fffb8f6500
3646,3646,0,847,ec5f93,ffffd7ca00
3647,3647,0,848,f0a3d7,ffff8b6600
3648,3648,0,849,f5c28f,fffb670c00
3649,3649,0,84a,ff258c,fff5058500
3650,3650,0,84b,ff258c,ffee6b8500
3651,3651,0,84c,f851ec,ffe9819700
3652,3652,0,84d,e8f5c3,ffe78d4900
3653,3653,0,84e,e66667,ffe8ec8200
3654,3654,0,84f,e9d037,ffed06b300
3655,3655,0,850,e740db,fff287f300
3656,3656,0,851,f17e4b,fff7d43700
3657,3657,0,852,f851ec,fffb805800
3658,3658,0,853,f851ec,fffcbc3600
3659,3659,0,854,fd70a4,fffb7d3500
3660,3660,0,855,fe4b18,fff86de900
3661,3661,0,856,f851ec,fff4abcc00
3662,3662,0,857,efc963,fff1621a00
3663,3663,0,858,e9d037,ffef716100
3664,3664,0,859,eb851f,ffef397500
3665,3665,0,85a,ee147b,fff08c4a00
3666,3666,0,85b,f851ec,fff2d7cf00
3667,3667,0,85c,000000,fff5620b00
3668,3668,0,85d,fe4b18,fff78aac00
3669,3669,0,85e,fc9630,fff8f43e00
3670,3670,0,85f,fbbbbc,fff98f6100
3671,3671,0,860,f77778,fff98a1300
3672,3672,0,861,f33333,fff92ce000
3673,3673,0,862,ee147b,fff8b70200
3674,3674,0,863,eb851f,fff84b2300
3675,3675,0,864,eb851f,fff7e7fb00
3676,3676,0,865,f5c28f,fff77af300
3677,3677,0,866,fae148,fff6f04500
3678,3678,0,867,00da74,fff64e6800
3679,3679,0,868,fe4b18,fff5b3dc00
3680,3680,0,869,01b4e8,fff55bda00
3681,3681,0,86a,fbbbbc,fff57c8400
3682,3682,0,86b,f851ec,fff637c900
3683,3683,0,86c,f258bf,fff77de800
3684,3684,0,86d,efc963,fff9132100
3685,3685,0,86e,f17e4b,fffa9a0900
3686,3686,0,86f,00da74,fffbbcd200
3687,3687,0,870,028f5c,fffc429c00
3688,3688,0,871,01b4e8,fffc2b6600
3689,3689,0,872,028f5c,fffba90400
3690,3690,0,873,fae148,fffb0c3700
3691,3691,0,874,f40da7,fffaa18900
3692,3692,0,875,f5c28f,fffa935f00
3693,3693,0,876,f4e81b,fffade1200
3694,3694,0,877,f851ec,fffb5b2d00
3695,3695,0,878,f77778,fffbcdf400
3696,3696,0,879,fd70a4,fffc078f00
3697,3697,0,87a,088888,fffbfa3900
3698,3698,0,87b,0a3d71,fffbc13c00
3699,3699,0,87c,0b17e5,fffb9ae400
3700,3700,0,87d,088888,fffbcf4700
3701,3701,0,87e,000000,fffc95f600
3702,3702,0,87f,fc9630,fffdfc8c00
3703,3703,0,880,fae148,ffffd93c00
3704,3704,0,881,f77778,0001d39000
3705,3705,0,882,f77778,00037a9300
3706,3706,0,883,0a3d71,0004750900
3707,3707,0,884,111111,00049bd300
3708,3708,0,885,11eb85,0004118500
3709,3709,0,886,0e81b5,00032eec00
3710,3710,0,887,111111,000273d300
3711,3711,0,888,07ae14,0002503c00
3712,3712,0,889,044444,000305c100
3713,3713,0,88a,044444,00048c0b00
3714,3714,0,88b,044444,00069d5600
3715,3715,0,88c,0ccccd,0008d0f500
3716,3716,0,88d,170a3d,000ac12b00
3717,3717,0,88e,2147ae,000c351700
3718,3718,0,88f,162fc9,000d212400
3719,3719,0,890,1c28f6,000db47100
3720,3720,0,891,1f92c6,000e36ea00
3721,3721,0,892,147ae1,000ef1fb00
3722,3722,0,893,0f5c29,00100d6600
3723,3723,0,894,10369d,001183f400
3724,3724,0,895,0e81b5,0013290f00
3725,3725,0,896,147ae1,0014b87500
3726,3726,0,897,1f92c6,0015f0b200
3727,3727,0,898,258bf2,0016b03b00
3728,3728,0,899,29d036,001703ef00
3729,3729,0,89a,23d70a,00171bf800
3730,3730,0,89b,222222,0017409d00
3731,3731,0,89c,1b4e81,0017ac9a00
3732,3732,0,89d,170a3d,00187c9e00
3733,3733,0,89e,162fc9,00199f2600
3734,3734,0,89f,13a06d,001adbf700
3735,3735,0,8a0,12c5f9,001be4f000
3736,3736,0,8a1,1b4e81,001c722300
3737,3737,0,8a2,1eb852,001c55e400
3738,3738,0,8a3,1f92c6,001b8d6e00
3739,3739,0,8a4,22fc96,001a411800
3740,3740,0,8a5,1d036a,0018b77e00
3741,3741,0,8a6,147ae1,0017407700
3742,3742,0,8a7,0a3d71,001613d100
3743,3743,0,8a8,0b17e5,0015493d00
3744,3744,0,8a9,088888,0014cb1000
3745,3745,0,8aa,0bf259,001468e500
3746,3746,0,8ab,17e4b1,0013eccf00
3747,3747,0,8ac,170a3d,0013306e00
3748,3748,0,8ad,147ae1,00122c4f00
3749,3749,0,8ae,0da741,0010ecaa00
3750,3750,0,8af,0f5c29,000f944c00
3751,3751,0,8b0,fd70a4,000e36c000
