Sample in Buffer,Sample in Window,TRIGGER,addr_wire[11:0],douta_wire[23:0],filtered_ecg_wire[39:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX
3752,3752,0,8b1,f69d03,000cd95500
3753,3753,0,8b2,f40da7,000b620700
3754,3754,0,8b3,fc9630,0009b68900
3755,3755,0,8b4,efc963,0007afbe00
3756,3756,0,8b5,fe4b18,0005468700
3757,3757,0,8b6,07ae14,00028c9f00
3758,3758,0,8b7,088888,ffffc2c800
3759,3759,0,8b8,044444,fffd38de00
3760,3760,0,8b9,f92c60,fffb3ae500
3761,3761,0,8ba,efc963,fff9f82500
3762,3762,0,8bb,ec5f93,fff96def00
3763,3763,0,8bc,eb851f,fff966db00
3764,3764,0,8bd,f33333,fff9921b00
3765,3765,0,8be,f258bf,fff9984600
3766,3766,0,8bf,fa06d4,fff9437200
3767,3767,0,8c0,f851ec,fff87fb100
3768,3768,0,8c1,fbbbbc,fff7697800
3769,3769,0,8c2,f258bf,fff62b0900
3770,3770,0,8c3,f5c28f,fff4fde500
3771,3771,0,8c4,ed3a07,fff405ac00
3772,3772,0,8c5,e9d037,fff3582900
3773,3773,0,8c6,e8f5c3,fff2ee1900
3774,3774,0,8c7,e9d037,fff2b37300
3775,3775,0,8c8,e66667,fff285ff00
3776,3776,0,8c9,f5c28f,fff24e1e00
3777,3777,0,8ca,fc9630,fff1ff7600
3778,3778,0,8cb,fc9630,fff1a78d00
3779,3779,0,8cc,f69d03,fff15cb300
3780,3780,0,8cd,f4e81b,fff13f0000
3781,3781,0,8ce,eb851f,fff1611500
3782,3782,0,8cf,e9d037,fff1c49b00
3783,3783,0,8d0,eb851f,fff2527800
3784,3784,0,8d1,e58bf3,fff2e26f00
3785,3785,0,8d2,eaaaab,fff34a7d00
3786,3786,0,8d3,f77778,fff36d0e00
3787,3787,0,8d4,fe4b18,fff348d500
3788,3788,0,8d5,f69d03,fff2ef6a00
3789,3789,0,8d6,f77778,fff285e800
3790,3790,0,8d7,f258bf,fff2312900
3791,3791,0,8d8,ec5f93,fff20ec800
3792,3792,0,8d9,e81b4f,fff2219900
3793,3793,0,8da,e22222,fff252c600
3794,3794,0,8db,e147ae,fff279e500
3795,3795,0,8dc,ed3a07,fff26ef400
3796,3796,0,8dd,f851ec,fff21bbe00
3797,3797,0,8de,fae148,fff1870300
3798,3798,0,8df,f4e81b,fff0ce5c00
3799,3799,0,8e0,efc963,fff01d8b00
3800,3800,0,8e1,f17e4b,ffefa0bf00
3801,3801,0,8e2,eb851f,ffef6f9600
3802,3802,0,8e3,e740db,ffef897300
3803,3803,0,8e4,e9d037,ffefd8db00
3804,3804,0,8e5,eeeeef,fff0450800
3805,3805,0,8e6,efc963,fff0b7f300
3806,3806,0,8e7,f0a3d7,fff1220a00
3807,3807,0,8e8,f69d03,fff17d3b00
3808,3808,0,8e9,fae148,fff1cbe500
3809,3809,0,8ea,fbbbbc,fff216c400
3810,3810,0,8eb,f851ec,fff2681100
3811,3811,0,8ec,e9d037,fff2c24c00
3812,3812,0,8ed,e740db,fff323ae00
3813,3813,0,8ee,e3d70a,fff3799f00
3814,3814,0,8ef,eb851f,fff3b1e400
3815,3815,0,8f0,f4e81b,fff3ba8a00
3816,3816,0,8f1,fe4b18,fff397dc00
3817,3817,0,8f2,fd70a4,fff3607000
3818,3818,0,8f3,f92c60,fff3395400
3819,3819,0,8f4,f92c60,fff3471f00
3820,3820,0,8f5,f5c28f,fff39e3800
3821,3821,0,8f6,f0a3d7,fff43a5b00
3822,3822,0,8f7,efc963,fff5008c00
3823,3823,0,8f8,eeeeef,fff5cb0100
3824,3824,0,8f9,ee147b,fff6759400
3825,3825,0,8fa,eb851f,fff6dff000
3826,3826,0,8fb,fae148,fff6fff200
3827,3827,0,8fc,000000,fff6da2500
3828,3828,0,8fd,fa06d4,fff683c000
3829,3829,0,8fe,fc9630,fff61b0500
3830,3830,0,8ff,f4e81b,fff5bc5b00
3831,3831,0,900,eb851f,fff57d7200
3832,3832,0,901,e8f5c3,fff55e5e00
3833,3833,0,902,ed3a07,fff5538900
3834,3834,0,903,ee147b,fff5497e00
3835,3835,0,904,f69d03,fff5347200
3836,3836,0,905,f77778,fff50ee100
3837,3837,0,906,f69d03,fff4e07100
3838,3838,0,907,fa06d4,fff4b42c00
3839,3839,0,908,fa06d4,fff4949f00
3840,3840,0,909,f17e4b,fff4834c00
3841,3841,0,90a,eb851f,fff4779300
3842,3842,0,90b,eb851f,fff4648600
3843,3843,0,90c,e8f5c3,fff43d6400
3844,3844,0,90d,e740db,fff3f78f00
3845,3845,0,90e,f69d03,fff3977600
3846,3846,0,90f,f33333,fff3250600
3847,3847,0,910,f33333,fff2b3b200
3848,3848,0,911,fc9630,fff2555500
3849,3849,0,912,fc9630,fff21e4700
3850,3850,0,913,eb851f,fff213ab00
3851,3851,0,914,eaaaab,fff22f7e00
3852,3852,0,915,ed3a07,fff2615000
3853,3853,0,916,eeeeef,fff29d4a00
3854,3854,0,917,f17e4b,fff2d91600
3855,3855,0,918,f77778,fff3174400
3856,3856,0,919,ff258c,fff36ac900
3857,3857,0,91a,fd70a4,fff3e99600
3858,3858,0,91b,f4e81b,fff49bfc00
3859,3859,0,91c,f77778,fff5784200
3860,3860,0,91d,ec5f93,fff655aa00
3861,3861,0,91e,ec5f93,fff702e600
3862,3862,0,91f,e740db,fff743a000
3863,3863,0,920,eaaaab,fff6f7a100
3864,3864,0,921,e06d3a,fff60e5300
3865,3865,0,922,e8f5c3,fff49edc00
3866,3866,0,923,f33333,fff2d53e00
3867,3867,0,924,f851ec,fff0f63000
3868,3868,0,925,fbbbbc,ffef4b3200
3869,3869,0,926,f92c60,ffee183300
3870,3870,0,927,ed3a07,ffed8b1a00
3871,3871,0,928,ed3a07,ffedb58900
3872,3872,0,929,ed3a07,ffee83a100
3873,3873,0,92a,eaaaab,ffefc61300
3874,3874,0,92b,e66667,fff1341c00
3875,3875,0,92c,f40da7,fff28ab800
3876,3876,0,92d,fe4b18,fff398c300
3877,3877,0,92e,f40da7,fff4421500
3878,3878,0,92f,f40da7,fff481c000
3879,3879,0,930,f5c28f,fff4632c00
3880,3880,0,931,e740db,fff3f85800
3881,3881,0,932,e2fc96,fff3504200
3882,3882,0,933,e2fc96,fff2708800
3883,3883,0,934,e8f5c3,fff168ba00
3884,3884,0,935,eeeeef,fff0502f00
3885,3885,0,936,f851ec,ffef513d00
3886,3886,0,937,028f5c,ffeea7eb00
3887,3887,0,938,0369d0,ffee947900
3888,3888,0,939,fe4b18,ffef45a900
3889,3889,0,93a,fc9630,fff0c6f600
3890,3890,0,93b,f17e4b,fff2effa00
3891,3891,0,93c,eeeeef,fff56fb500
3892,3892,0,93d,ee147b,fff7d6ba00
3893,3893,0,93e,f258bf,fff9bf8600
3894,3894,0,93f,eeeeef,fffadcb500
3895,3895,0,940,f77778,fffb171200
3896,3896,0,941,fc9630,fffa86f500
3897,3897,0,942,fbbbbc,fff96f0b00
3898,3898,0,943,f92c60,fff81f2b00
3899,3899,0,944,fbbbbc,fff6e6c400
3900,3900,0,945,eeeeef,fff5f92600
3901,3901,0,946,e58bf3,fff567fa00
3902,3902,0,947,e2fc96,fff51bd600
3903,3903,0,948,eeeeef,fff4f11700
3904,3904,0,949,f5c28f,fff4c1e000
3905,3905,0,94a,028f5c,fff4852a00
3906,3906,0,94b,088888,fff4507e00
3907,3907,0,94c,05f92c,fff457f800
3908,3908,0,94d,ff258c,fff4d00a00
3909,3909,0,94e,f77778,fff5d28d00
3910,3910,0,94f,ed3a07,fff7482400
3911,3911,0,950,f40da7,fff8f37200
3912,3912,0,951,f40da7,fffa7c4300
3913,3913,0,952,f0a3d7,fffb93f100
3914,3914,0,953,f5c28f,fffc09b500
3915,3915,0,954,0369d0,fffbe29f00
3916,3916,0,955,07ae14,fffb525300
3917,3917,0,956,028f5c,fffaa46600
3918,3918,0,957,f92c60,fffa1ca100
3919,3919,0,958,f4e81b,fff9e4c000
3920,3920,0,959,e9d037,fff9f52a00
3921,3921,0,95a,e740db,fffa1d9100
3922,3922,0,95b,e9d037,fffa140400
3923,3923,0,95c,eaaaab,fff9974800
3924,3924,0,95d,efc963,fff8878000
3925,3925,0,95e,f92c60,fff6f53e00
3926,3926,0,95f,fa06d4,fff51bc200
3927,3927,0,960,fbbbbc,fff3513400
3928,3928,0,961,fae148,fff1e90100
3929,3929,0,962,f69d03,fff1219500
3930,3930,0,963,ec5f93,fff10d9200
3931,3931,0,964,e2fc96,fff18f7a00
3932,3932,0,965,e3d70a,fff264fe00
3933,3933,0,966,e8f5c3,fff33b0400
3934,3934,0,967,e81b4f,fff3c08400
3935,3935,0,968,ee147b,fff3be2300
3936,3936,0,969,f33333,fff31ff700
3937,3937,0,96a,fbbbbc,fff202c200
3938,3938,0,96b,fa06d4,fff0a1e800
3939,3939,0,96c,f33333,ffef4c3d00
3940,3940,0,96d,e740db,ffee470f00
3941,3941,0,96e,e8f5c3,ffedc77f00
3942,3942,0,96f,e4b17f,ffeddac200
3943,3943,0,970,ddddde,ffee663c00
3944,3944,0,971,e2fc96,ffef2c0600
3945,3945,0,972,eeeeef,ffefe35e00
3946,3946,0,973,f69d03,fff04eea00
3947,3947,0,974,f33333,fff0463100
3948,3948,0,975,f40da7,ffefc58500
3949,3949,0,976,f17e4b,ffeeead000
3950,3950,0,977,e22222,ffede58200
3951,3951,0,978,df92c6,ffece8b300
3952,3952,0,979,e2fc96,ffec1bbd00
3953,3953,0,97a,e9d037,ffeb9ef900
3954,3954,0,97b,ed3a07,ffeb819200
3955,3955,0,97c,f851ec,ffebce2d00
3956,3956,0,97d,f40da7,ffec7ea800
3957,3957,0,97e,f77778,ffed872f00
3958,3958,0,97f,efc963,ffeebf5800
3959,3959,0,980,eeeeef,ffeff7f000
3960,3960,0,981,e740db,fff0f27c00
3961,3961,0,982,e81b4f,fff181c000
3962,3962,0,983,e22222,fff1882200
3963,3963,0,984,e3d70a,fff10c4e00
3964,3964,0,985,e66667,fff02b7700
3965,3965,0,986,f33333,ffef1ec100
3966,3966,0,987,f69d03,ffee21cb00
3967,3967,0,988,eeeeef,ffed64e000
3968,3968,0,989,f0a3d7,ffed02df00
3969,3969,0,98a,e58bf3,ffecf25700
3970,3970,0,98b,deb852,ffed111300
3971,3971,0,98c,df92c6,ffed26d500
3972,3972,0,98d,e147ae,ffed01bf00
3973,3973,0,98e,da740e,ffec7e1800
3974,3974,0,98f,e06d3a,ffeb969c00
3975,3975,0,990,f0a3d7,ffea68b500
3976,3976,0,991,f69d03,ffe92f2900
3977,3977,0,992,fd70a4,ffe837c100
3978,3978,0,993,05f92c,ffe7d66200
3979,3979,0,994,051eb8,ffe85b1100
3980,3980,0,995,0bf259,ffea0aaf00
3981,3981,0,996,155555,ffed12ed00
3982,3982,0,997,222222,fff1918100
3983,3983,0,998,28f5c2,fff788c300
3984,3984,0,999,377777,fffee6be00
3985,3985,0,99a,5c28f5,0007941900
3986,3986,0,99b,769d02,00117f8d00
3987,3987,0,99c,75c28e,001c9d1200
3988,3988,0,99d,717e4a,0028d60a00
3989,3989,0,99e,5f92c5,0035e22900
3990,3990,0,99f,52c5f9,0043321300
3991,3991,0,9a0,46d3a0,004fd38300
3992,3992,0,9a1,377777,00569b8300
3993,3993,0,9a2,29d036,004c5eea00
3994,3994,0,9a3,206d3a,0044d53d00
3995,3995,0,9a4,147ae1,0040fefd00
3996,3996,0,9a5,044444,0040431f00
3997,3997,0,9a6,efc963,0040c68f00
3998,3998,0,9a7,e58bf3,0040122b00
3999,3999,0,9a8,deb852,003bcaea00
4000,4000,0,9a9,ddddde,0032646900
4001,4001,0,9aa,df92c6,002392dd00
4002,4002,0,9ab,e66667,001076bc00
4003,4003,0,9ac,ec5f93,fffb633f00
4004,4004,0,9ad,f17e4b,ffe759bc00
4005,4005,0,9ae,fae148,ffd758c500
4006,4006,0,9af,f851ec,ffcda31b00
4007,4007,0,9b0,fc9630,ffcb45f100
4008,4008,0,9b1,fe4b18,ffcfdbcc00
4009,4009,0,9b2,f0a3d7,ffd9aed900
4010,4010,0,9b3,ed3a07,ffe6291500
4011,4011,0,9b4,e66667,fff266f400
4012,4012,0,9b5,e3d70a,fffbe58400
4013,4013,0,9b6,e9d037,0000ffa500
4014,4014,0,9b7,f4e81b,000140db00
4015,4015,0,9b8,f77778,fffd60a300
4016,4016,0,9b9,fa06d4,fff6fd1e00
4017,4017,0,9ba,fae148,fff01d7600
4018,4018,0,9bb,fc9630,ffeaaef700
4019,4019,0,9bc,f17e4b,ffe8028000
4020,4020,0,9bd,ed3a07,ffe88f6400
4021,4021,0,9be,ee147b,ffebea2500
4022,4022,0,9bf,ed3a07,fff0ff6100
4023,4023,0,9c0,f4e81b,fff6711000
4024,4024,0,9c1,fa06d4,fffaf7f800
4025,4025,0,9c2,f92c60,fffdb68500
4026,4026,0,9c3,fd70a4,fffe606200
4027,4027,0,000,ff258c,fffd356400
4028,4028,0,001,fae148,fffadb1300
4029,4029,0,002,eeeeef,fff817e100
4030,4030,0,003,f17e4b,fff5a4d900
4031,4031,0,004,fe4b18,fff40b5f00
4032,4032,0,005,000000,fff3968300
4033,4033,0,006,fbbbbc,fff4515100
4034,4034,0,007,fa06d4,fff6100d00
4035,4035,0,008,f851ec,fff87e6b00
4036,4036,0,009,f33333,fffb24e600
4037,4037,0,00a,eaaaab,fffd6f8c00
4038,4038,0,00b,eaaaab,fffeca1c00
4039,4039,0,00c,e66667,fffeb95700
4040,4040,0,00d,eeeeef,fffd097a00
4041,4041,0,00e,fc9630,fff9e52d00
4042,4042,0,00f,00da74,fff5e13e00
4043,4043,0,010,01b4e8,fff1e25f00
4044,4044,0,011,000000,ffeee55500
4045,4045,0,012,f5c28f,ffedb58400
4046,4046,0,013,ee147b,ffeea98300
4047,4047,0,014,ed3a07,fff17fbc00
4048,4048,0,015,eeeeef,fff56fac00
4049,4049,0,016,f258bf,fff9646a00
4050,4050,0,017,f33333,fffc4d0d00
4051,4051,0,018,fa06d4,fffd73d700
4052,4052,0,019,01b4e8,fffcb13200
4053,4053,0,01a,0369d0,fffa73f800
4054,4054,0,01b,fbbbbc,fff792b100
4055,4055,0,01c,f5c28f,fff5055300
4056,4056,0,01d,e22222,fff3852600
4057,4057,0,01e,e81b4f,fff3632900
4058,4058,0,01f,eeeeef,fff4680800
4059,4059,0,020,eeeeef,fff5fedf00
4060,4060,0,021,f851ec,fff76fbd00
4061,4061,0,022,fd70a4,fff8275300
4062,4062,0,023,ff258c,fff7ef2000
4063,4063,0,024,fe4b18,fff6f14300
4064,4064,0,025,fe4b18,fff5a62f00
4065,4065,0,026,f17e4b,fff4998100
4066,4066,0,027,ee147b,fff43ad300
4067,4067,0,028,eb851f,fff4ac4e00
4068,4068,0,029,e66667,fff5bbff00
4069,4069,0,02a,e9d037,fff6f45500
4070,4070,0,02b,f851ec,fff7d0b500
4071,4071,0,02c,fe4b18,fff7f0e800
4072,4072,0,02d,fe4b18,fff73f1000
4073,4073,0,02e,fa06d4,fff5f22300
4074,4074,0,02f,f258bf,fff4788d00
4075,4075,0,030,f17e4b,fff34de700
4076,4076,0,031,f258bf,fff2cc1e00
4077,4077,0,032,eb851f,fff30c1600
4078,4078,0,033,e81b4f,fff3e08700
4079,4079,0,034,ed3a07,fff4ea8f00
4080,4080,0,035,f92c60,fff5c4dd00
4081,4081,0,036,000000,fff626ec00
4082,4082,0,037,000000,fff5ffe000
4083,4083,0,038,fe4b18,fff57c0100
4084,4084,0,039,f92c60,fff4f10000
4085,4085,0,03a,f258bf,fff4b86400
4086,4086,0,03b,eb851f,fff5059100
4087,4087,0,03c,e81b4f,fff5cfa000
4088,4088,0,03d,ed3a07,fff6d6aa00
4089,4089,0,03e,ed3a07,fff7b65400
4090,4090,0,03f,f4e81b,fff812e500
4091,4091,0,040,f851ec,fff7b41c00
4092,4092,0,041,f69d03,fff69efc00
4093,4093,0,042,fa06d4,fff5138900
4094,4094,0,043,fae148,fff3797b00
4095,4095,0,044,efc963,fff23b6400
